id,name,first_name,last_name,birth_year,birth_location,death_year,death_location,nationality,gender,sector,media,profile_link,ranking
372314,James Wentzy,James,Wentzy,,,,,,m,,,https://artfacts.net/artist/james-wentzy/372314,"Top 10,000"
37069,Emmi Whitehorse,Emmi,Whitehorse,1957.0,"Crownpoint, NM (US)",,,United States,f,Contemporary,,https://artfacts.net/artist/emmi-whitehorse/37069,"Top 10,000"
188347,Selwyn Wilson,Selwyn,Wilson,,,,,,m,,,https://artfacts.net/artist/selwyn-wilson/188347,"Top 100,000"
1002074,Chang Woosoung,Chang,Woosoung,,,,,,,,,https://artfacts.net/artist/chang-woosoung/1002074,"Top 100,000"
441267,Celeste Woss y Gil,Celeste,Woss y Gil,1890.0,,1985.0,,Dominican Republic,f,Modern,,https://artfacts.net/artist/celeste-woss-y-gil/441267,"Top 10,000"
72645,Guy Woueté,Guy,Woueté,1980.0,Douala (CM),,,Cameroon,m,Ultra-Contemporary,,https://artfacts.net/artist/guy-wouete/72645,"Top 10,000"
610218,Xiyadie,,Xiyadie,1963.0,,,,China,m,Contemporary,Works on Paper,https://artfacts.net/artist/xiyadie/610218,"Top 10,000"
881332,Rember Yahuarcani,Rember,Yahuarcani,1985.0,Uitoto Nation,,,South Africa,,Ultra-Contemporary,,https://artfacts.net/artist/rember-yahuarcani/881332,"Top 10,000"
703811,Santiago Yahuarcani,Santiago,Yahuarcani,1960.0,,,,,m,Contemporary,,https://artfacts.net/artist/santiago-yahuarcani/703811,"Top 10,000"
169668,Nil Yalter,Nil,Yalter,1938.0,Cairo (EG),,,Egypt,f,Post-War,Time-Based Media,https://artfacts.net/artist/nil-yalter/169668,"Top 1,000"
1002076,André Taniki Yanomami,André Taniki,Yanomami,,,,,,m,,,https://artfacts.net/artist/andre-taniki-yanomami/1002076,"Top 100,000"
34906,Joseca Yanomami,Joseca,Yanomami,1971.0,"Uxi u, Catrimani, Amazonie (BR)",,,Brazil,,Contemporary,,https://artfacts.net/artist/joseca-yanomami/34906,"Top 10,000"
1002097,Liu Youju,Liu,Youju,,,,,[],,Contemporary,,https://artfacts.net/artist/liu-youju/1002097,"Top 10,000"
136098,Ramses Younan,Ramses,Younan,1913.0,,1966.0,,Egypt,,Post-War,,https://artfacts.net/artist/ramses-younan/136098,"Top 10,000"
670577,Yêdamaria,,Yêdamaria,1932.0,Salvador,2016.0,,Brazil,f,Post-War,,https://artfacts.net/artist/yedamaria/670577,"Top 10,000"
55394,Fahrelnissa Zeid,Fahrelnissa,Zeid,1901.0,Istanbul (TR),1991.0,Amman (JO),Turkey,f,Modern,"Painting, Works on Paper, Stained glass",https://artfacts.net/artist/fahrelnissa-zeid/55394,"Top 10,000"
1002125,Ana Simona Zelenović,Ana Simona,Zelenović,,,,,,f,,,https://artfacts.net/artist/ana-simona-zelenovic/1002125,"Top 100,000"
615066,Juliette Zelime,Juliette,Zelime,,,,,Seychelles,f,,,https://artfacts.net/artist/juliette-zelime/615066,"Top 10,000"
55056,Anna Zemankova,Anna,Zemankova,1908.0,,1986.0,,Czech Republic,f,Modern,"Works on Paper, Drawings",https://artfacts.net/artist/anna-zemankova/55056,"Top 10,000"
233130,Zhao Renhui,,Zhao Renhui,1983.0,(SG),,,Singapore,m,Ultra-Contemporary,Photography,https://artfacts.net/artist/zhao-renhui/233130,"Top 10,000"
5640,Zhu Jinshi,,Zhu Jinshi,1954.0,Beijing (CN),,,China,m,Contemporary,"Painting, Installation Art",https://artfacts.net/artist/zhu-jinshi/5640,"Top 10,000"
515757,Amanda Ziemele,Amanda,Ziemele,1990.0,,,,Latvia,f,Ultra-Contemporary,,https://artfacts.net/artist/amanda-ziemele/515757,"Top 10,000"
62021,Zelimir Zilnik,Zelimir,Zilnik,1942.0,Nis (CS),,,"['Montenegro', 'Serbia']",,Post-War,,https://artfacts.net/artist/zelimir-zilnik/62021,"Top 10,000"
175988,Bibi Zoghbi,Bibi,Zoghbi,1890.0,,1975.0,,,f,Modern,,https://artfacts.net/artist/bibi-zoghbi/175988,"Top 10,000"
71375,Djanira da Mota e Silva,Djanira,da Mota e Silva,1914.0,"Avaré, SP (BR)",1979.0,"Rio de Janeiro, RJ (BR)",Brazil,f,Post-War,Painting,https://artfacts.net/artist/djanira-da-mota-e-silva/71375,"Top 10,000"
1002059,Sàngódáre Gbádégesin Àjàlá,Sàngódáre Gbádégesin,Àjàlá,1948.0,,2021.0,,Niger,,Contemporary,,https://artfacts.net/artist/sangodare-gbadegesin-ajala/1002059,"Top 100,000"
282048,Pinar Ögrenci,Pinar,Ögrenci,,,,,['Turkey'],f,,,https://artfacts.net/artist/pinar-oegrenci/282048,"Top 10,000"
