year,artist_id,exhibition_id
2022,421181,934016
2022,810929,934016
2022,126348,934016
2022,530416,934016
2022,1526,934016
2022,193739,934016
2022,868004,934016
2022,18346,934016
2022,404247,934016
2022,154289,934016
2022,787874,934016
2022,666845,934016
2022,8304,934016
2022,54565,934016
2022,267707,934016
2022,903458,934016
2022,727015,934016
2022,24647,934016
2022,1613,934016
2022,677178,934016
2022,707529,934016
2022,212237,934016
2022,235948,934016
2022,402075,934016
2022,810930,934016
2022,50991,934016
2022,305181,934016
2022,23763,934016
2022,827543,934016
2022,63853,934016
2022,306769,934016
2022,689364,934016
2022,445892,934016
2022,23825,934016
2022,425113,934016
2022,684880,934016
2022,367058,934016
2022,395003,934016
2022,128705,934016
2022,15019,934016
2022,23856,934016
2022,764190,934016
2022,808193,934016
2022,484297,934016
2022,267862,934016
2022,810931,934016
2022,306838,934016
2022,88196,934016
2022,21782,934016
2022,177977,934016
2022,808188,934016
2022,273791,934016
2022,1627,934016
2022,679370,934016
2022,233068,934016
2022,117816,934016
2022,455208,934016
2022,127420,934016
2022,455212,934016
2022,827544,934016
2022,827545,934016
2022,6027,934016
2022,455214,934016
2022,693017,934016
2022,66270,934016
2022,512830,934016
2022,184240,934016
2022,49722,934016
2022,24263,934016
2022,523334,934016
2022,59868,934016
2022,56642,934016
2022,808189,934016
2022,329293,934016
2022,97695,934016
2022,14849,934016
2022,250638,934016
2022,446050,934016
2022,37112,934016
2022,44510,934016
2022,499655,934016
2022,58663,934016
2022,512474,934016
2022,325903,934016
2022,105538,934016
2022,198358,934016
2022,116153,934016
2022,361026,934016
2022,147484,934016
2022,270085,934016
2022,422367,934016
2022,197561,934016
2022,44839,934016
2022,9984,934016
2022,17231,934016
2022,44194,934016
2022,114752,934016
2022,820636,934016
2022,195881,934016
2022,17330,934016
2022,827546,934016
2022,303593,934016
2022,573472,934016
2022,475690,934016
2022,38605,934016
2022,346783,934016
2022,678877,934016
2022,25446,934016
2022,2228,934016
2022,164674,934016
2022,47897,934016
2022,217116,934016
2022,47243,934016
2022,15562,934016
2022,26306,934016
2022,53604,934016
2022,59894,934016
2022,50336,934016
2022,128977,934016
2022,160586,934016
2022,403961,934016
2022,706069,934016
2022,323633,934016
2022,309892,934016
2022,880737,934016
2022,113984,934016
2022,218587,934016
2022,211580,934016
2022,880738,934016
2022,880739,934016
2022,277758,934016
2022,499652,934016
2022,211657,934016
2022,38762,934016
2022,880740,934016
2022,647763,934016
2022,147482,934016
2022,827547,934016
2022,387886,934016
2022,197582,934016
2022,48249,934016
2022,751159,934016
2022,521369,934016
2019,623810,874701
2019,669100,874701
2019,567780,874701
2019,669090,874701
2019,669784,874701
2019,360095,874701
2019,195551,874701
2019,323759,874701
2019,669789,874701
2019,594970,874701
2019,94748,874701
2019,668720,874701
2019,668721,874701
2019,25602,874701
2019,54637,874701
2019,45573,874701
2019,145868,874701
2019,40824,874701
2019,412272,874701
2019,439547,874701
2019,100764,874701
2019,279227,874701
2019,208539,874701
2019,598179,874701
2019,114092,874701
2019,90224,874701
2019,18019,874701
2019,669113,874701
2019,507985,874701
2019,121076,874701
2019,61303,874701
2019,60911,874701
2019,76397,874701
2019,214352,874701
2019,509176,874701
2019,604010,874701
