source,target,weight
138026,401633,13
138026,402361,12
138026,419624,11
138026,43717,11
138026,524947,11
138026,535481,12
138026,566051,12
138026,603392,11
138026,659006,14
138026,660486,11
138026,669852,14
138026,714945,16
138026,714957,18
138026,747596,11
138026,747600,13
138026,747655,11
138026,747753,17
138026,76316,11
138026,773303,12
138026,774676,11
138026,802851,11
138026,803409,13
138026,803471,11
138026,803629,12
138026,803644,11
138026,805769,11
13811,14694,12
13811,179195,21
13811,203025,11
13811,20747,13
13811,230178,11
13811,236737,12
13811,28810,11
13811,305955,11
13811,333665,11
13811,380073,11
13811,41281,12
13811,43376,12
13811,448417,12
13811,458313,11
13811,50074,11
13811,505132,25
13811,53635,11
13811,54271,11
13811,558041,12
13811,585892,15
13811,602526,14
13811,65135,11
13811,664813,11
13811,664814,13
13811,665090,12
13811,712850,12
13811,712905,12
13811,744748,13
13811,744789,12
13811,774816,12
13811,778600,11
13811,806908,13
13811,806919,14
13811,847820,11
13811,85078,11
13811,851535,12
13811,895317,11
13811,994881,11
138195,160688,11
138225,142570,11
138225,16361,11
138225,633607,12
138230,253705,12
138230,303196,13
138230,402904,12
138230,448417,11
138230,59595,11
138230,598448,11
138230,617641,11
138230,664813,12
138230,664814,12
138230,664985,12
138230,665000,11
138230,665088,11
138230,665090,12
138230,673653,11
138230,70938,12
138230,712850,12
138230,744748,12
138230,744753,11
138230,744789,11
138230,745210,11
138230,753415,11
138230,774816,11
138230,774833,12
138230,797050,11
138230,797055,11
138230,804496,14
138230,805583,11
138230,805666,11
138230,806509,13
138230,806537,11
138230,806898,11
138230,806919,11
138230,807322,11
138230,807518,12
138230,811070,11
138230,811077,12
138230,823599,11
138230,847820,11
138230,860702,11
138230,929094,11
138238,14265,11
138238,20768,11
138238,22904,11
138238,300713,11
138238,355758,11
138238,355759,11
138238,408249,11
138238,452649,11
138238,593275,11
138238,696058,11
138238,742283,11
138238,745911,11
138238,883259,11
138238,888058,11
138238,956266,11
138596,753050,11
138596,753051,11
138596,753052,11
138596,753053,11
138596,753054,11
138596,753140,13
138596,753141,13
138596,753303,13
138701,25854,11
138701,300127,14
138701,300713,11
138701,303196,12
138701,53707,12
138701,868167,13
138701,930293,11
138701,987300,12
138755,182517,20
138755,300127,11
13880,714941,13
138817,239551,11
138817,38463,11
138817,45136,11
138817,551215,11
139202,155746,18
139202,303196,13
139202,685854,12
139202,816466,12
139202,898846,14
139233,438214,11
139784,139786,13
139894,79657,18
139903,14213,14
139903,199827,12
139903,209354,11
139903,239702,16
139903,567031,11
139903,627032,11
139903,652880,12
139903,678110,12
139903,721297,11
139903,734439,11
139903,768827,12
139903,805757,11
139903,811695,12
139903,882834,11
140039,140040,22
140039,140041,22
140039,734434,20
140040,140041,22
140040,734434,20
140041,734434,20
140042,347439,21
140042,851458,11
140043,140172,13
140043,141947,16
140043,14694,12
140043,150622,12
140043,158767,11
140043,172522,14
140043,17954,11
140043,18260,13
140043,191872,13
140043,208884,11
140043,230178,15
140043,236737,12
140043,27014,12
140043,276789,12
140043,276801,12
140043,277015,12
140043,303196,19
140043,312705,12
140043,333665,11
140043,336040,12
140043,355746,12
140043,402904,15
140043,41281,14
140043,43376,12
140043,497831,12
140043,505123,11
140043,507022,13
140043,51926,12
140043,520854,16
140043,53325,11
140043,539812,13
140043,539818,13
140043,539822,13
140043,540183,12
140043,558041,13
140043,564009,12
140043,564101,11
140043,565387,12
140043,574763,11
140043,591822,13
140043,591908,19
140043,602526,11
140043,63083,11
140043,636816,11
140043,648304,11
140043,66917,11
140043,673484,11
140043,673653,11
140043,688567,12
140043,692831,13
140043,701213,13
140043,701659,12
140043,717308,12
140043,745876,11
140043,753061,12
140043,753164,12
140043,753415,17
140043,774060,16
140043,777820,11
140043,801298,11
140043,801308,11
140043,804505,15
140043,805583,11
140043,806502,11
140043,806509,11
140043,806537,15
140043,806908,11
140043,807518,13
140043,816466,11
140043,828848,12
140043,830430,11
140043,837782,12
140043,840387,12
140043,85037,11
140043,855090,12
140043,863899,13
140043,883296,11
140043,886299,13
140043,889311,12
140043,898479,12
140043,940188,12
140044,140117,14
140044,140140,11
140044,162745,11
140044,163897,11
140044,164224,11
140044,169338,13
140044,169536,14
140044,169537,12
140044,169538,12
140044,173162,11
140044,20566,16
140044,20769,11
140044,209345,13
140044,209364,12
140044,209366,17
140044,209371,17
140044,210410,14
140044,210482,16
140044,240041,16
140044,240058,16
140044,240059,16
140044,240060,16
140044,240061,16
140044,240062,16
140044,240063,16
140044,240064,16
140044,261380,12
140044,275123,13
140044,277029,11
140044,285803,11
140044,288175,14
140044,288753,11
140044,29355,11
140044,316678,18
140044,317031,12
140044,33049,11
140044,330546,11
140044,330704,14
140044,332100,12
140044,332292,11
140044,333934,13
140044,339859,11
140044,35435,12
140044,374962,11
140044,399345,11
140044,399353,14
140044,402361,12
140044,402384,13
140044,402403,12
140044,402901,15
140044,40788,13
140044,409493,14
140044,419624,17
140044,437070,11
140044,43717,17
140044,440969,13
140044,440971,12
140044,441807,12
140044,491029,11
140044,521637,16
140044,521638,11
140044,521684,11
140044,524947,14
140044,53067,11
140044,566051,16
140044,582872,13
140044,621185,12
140044,651150,11
140044,651321,13
140044,659006,14
140044,660486,13
140044,669852,12
140044,670770,12
140044,685615,12
140044,685651,16
140044,685655,13
140044,699960,12
140044,714939,11
140044,714941,11
140044,714957,20
140044,73082,11
140044,747197,12
140044,747596,16
140044,747600,13
140044,747655,15
140044,747666,13
140044,747753,11
140044,758503,11
140044,773303,13
140044,773912,13
140044,796429,13
140044,797023,11
140044,802140,11
140044,802171,18
140044,802183,11
140044,802264,16
140044,802339,14
140044,802355,15
140044,802622,11
140044,802696,16
140044,802709,15
140044,802829,17
140044,802854,11
140044,803068,15
140044,803207,12
140044,803234,16
140044,803249,14
140044,803250,16
140044,803409,11
140044,803471,13
140044,803475,15
140044,803516,13
140044,803517,12
140044,803596,12
140044,803644,13
140044,804155,11
140044,804186,11
140044,804462,12
140044,804470,18
140044,805096,12
140044,805107,16
140044,805234,13
140044,805252,12
140044,805269,16
140044,805567,13
140044,805568,16
140044,805569,14
140044,805582,13
140044,805732,17
140044,805733,12
140044,805740,12
140044,805769,13
140044,806491,14
140044,806523,12
140044,806524,13
140044,807525,14
140044,876364,14
140044,876370,14
140044,892842,11
140044,949622,11
140044,950219,11
140044,962234,14
140117,140140,15
140117,14927,12
140117,154540,11
140117,15982,12
140117,163897,11
140117,164224,11
140117,169337,12
140117,169338,14
140117,19859,16
140117,201906,14
140117,209366,13
140117,221480,13
140117,223795,12
140117,23268,13
140117,239695,11
140117,240041,12
140117,240058,12
140117,240059,12
140117,240060,12
140117,240061,12
140117,240062,12
140117,240063,12
140117,240064,12
140117,241825,14
140117,25203,15
140117,253722,11
140117,26217,13
140117,275123,13
140117,29355,11
140117,303196,15
140117,30643,11
140117,316678,19
140117,317157,11
140117,317636,11
140117,330704,11
140117,332100,12
140117,339859,12
140117,398166,12
140117,399345,11
140117,399353,13
140117,402403,11
140117,402901,17
140117,40788,13
140117,409493,12
140117,419624,12
140117,422060,11
140117,43717,12
140117,441807,17
140117,521637,14
140117,523572,14
140117,524947,15
140117,535481,12
140117,55313,12
140117,565434,12
140117,566051,18
140117,651945,11
140117,65723,12
140117,659006,12
140117,660486,11
140117,664818,13
140117,665006,11
140117,669852,11
140117,670770,11
140117,685651,12
140117,68694,12
140117,693096,11
140117,699960,17
140117,714941,15
140117,714945,11
140117,714957,16
140117,729335,11
140117,73082,11
140117,747596,17
140117,747600,13
140117,747655,16
140117,747659,11
140117,747661,11
140117,747662,11
140117,747663,11
140117,747666,11
140117,747701,11
140117,747713,12
140117,747753,13
140117,753065,13
140117,758503,14
140117,76377,13
140117,773303,11
140117,773912,12
140117,784204,12
140117,796429,13
140117,802171,13
140117,802264,16
140117,802339,11
140117,802355,12
140117,802696,13
140117,802709,14
140117,802829,19
140117,802854,11
140117,803068,15
140117,803249,19
140117,803250,12
140117,803471,11
140117,803475,12
140117,803517,13
140117,803559,12
140117,803629,12
140117,803644,17
140117,803651,13
140117,804166,12
140117,804470,13
140117,805096,16
140117,805107,17
140117,805234,18
140117,805237,14
140117,805238,13
140117,805252,11
140117,805269,12
140117,805567,11
140117,805568,11
140117,805569,14
140117,805578,13
140117,805583,11
140117,805666,12
140117,805732,11
140117,805733,11
140117,805740,15
140117,805769,13
140117,806523,11
140117,806524,12
140117,806544,11
140117,806592,13
140117,806911,11
140117,807525,12
140117,812393,11
140117,822288,13
140117,846318,11
140117,86554,13
140117,876364,20
140117,876370,16
140117,90257,11
140117,937155,11
140117,946715,13
140117,950166,12
140117,95535,11
140117,962234,11
140140,14927,14
140140,154540,12
140140,169337,12
140140,169338,11
140140,16965,11
140140,19859,12
140140,201906,16
140140,20778,14
140140,221480,16
140140,221956,13
140140,236341,12
140140,239549,11
140140,240041,13
140140,240058,13
140140,240059,13
140140,240060,13
140140,240061,13
140140,240062,13
140140,240063,13
140140,240064,13
140140,241825,15
140140,25203,15
140140,253706,13
140140,261380,12
140140,275123,12
140140,277285,14
140140,289501,14
140140,289505,14
140140,289506,14
140140,289514,14
140140,303196,13
140140,316678,13
140140,317157,11
140140,317636,11
140140,330704,11
140140,339859,13
140140,346622,11
140140,398166,18
140140,399353,11
140140,401592,14
140140,402361,13
140140,402901,14
140140,419624,11
140140,422060,11
140140,43717,11
140140,521637,11
140140,535481,12
140140,540678,12
140140,55313,13
140140,565396,11
140140,565434,12
140140,566051,14
140140,58785,11
140140,62841,12
140140,62944,12
140140,642194,11
140140,651945,11
140140,660486,11
140140,664818,13
140140,665006,12
140140,670770,11
140140,687691,11
140140,691658,12
140140,693112,11
140140,699960,11
140140,714941,11
140140,714957,13
140140,719549,11
140140,729335,11
140140,747596,12
140140,747600,12
140140,747655,11
140140,747659,11
140140,747661,11
140140,747662,11
140140,747663,11
140140,747746,12
140140,747753,13
140140,753150,12
140140,758503,12
140140,76316,11
140140,777678,11
140140,796429,13
140140,801145,11
140140,801374,11
140140,802171,13
140140,802264,16
140140,802339,11
140140,802355,11
140140,802696,15
140140,802709,17
140140,802829,14
140140,802854,11
140140,803068,15
140140,803249,15
140140,803250,13
140140,803412,11
140140,803471,11
140140,803517,15
140140,803629,12
140140,803644,14
140140,803651,13
140140,804166,11
140140,804462,11
140140,804496,11
140140,805096,14
140140,805107,15
140140,805234,15
140140,805237,15
140140,805238,15
140140,805269,14
140140,805578,14
140140,805583,15
140140,805666,11
140140,805732,11
140140,805733,11
140140,805740,15
140140,805769,12
140140,806491,12
140140,806509,12
140140,806518,15
140140,806523,11
140140,806524,11
140140,806544,11
140140,806592,15
140140,806911,11
140140,807492,13
140140,807525,12
140140,811072,11
140140,812393,17
140140,81313,12
140140,838897,13
140140,846318,11
140140,876364,19
140140,876370,12
140140,886654,11
140140,889311,12
140140,910846,11
140140,946715,11
140140,949302,12
140140,95535,11
140140,958385,12
140140,962234,11
140164,163390,11
140168,140172,13
140168,143341,11
140168,17954,12
140168,18492,11
140168,199018,12
140168,209359,12
140168,216540,12
140168,253706,13
140168,262349,11
140168,277015,11
140168,277066,15
140168,277271,11
140168,277285,15
140168,277303,13
140168,277304,13
140168,288231,14
140168,289501,15
140168,289505,15
140168,289506,15
140168,289514,15
140168,303196,20
140168,398166,12
140168,401627,18
140168,402876,11
140168,402904,14
140168,448351,15
140168,45445,12
140168,505123,11
140168,507022,12
140168,520854,13
140168,521294,12
140168,539812,14
140168,539818,14
140168,539822,14
140168,540183,11
140168,565387,12
140168,591822,12
140168,59595,13
140168,607099,11
140168,61257,14
140168,629721,11
140168,659024,15
140168,665006,13
140168,673653,13
140168,673656,14
140168,687691,12
140168,691658,11
140168,735544,12
140168,741860,11
140168,744753,11
140168,747708,11
140168,747714,12
140168,753174,11
140168,753401,11
140168,753415,11
140168,774833,11
140168,777681,11
140168,784204,11
140168,784225,11
140168,801145,12
140168,801374,11
140168,803624,15
140168,804166,11
140168,804496,11
140168,805117,11
140168,805237,14
140168,805249,13
140168,805557,15
140168,805572,12
140168,805578,14
140168,805583,12
140168,805743,11
140168,806502,12
140168,806509,12
140168,806518,13
140168,806592,13
140168,806617,11
140168,806642,11
140168,807518,14
140168,811077,12
140168,811163,11
140168,85037,12
140168,890197,11
140168,90622,11
140168,909847,13
140168,93675,11
140168,937475,11
140168,940188,14
140168,981431,12
140172,141947,13
140172,18260,16
140172,18550,15
140172,208241,13
140172,209538,13
140172,216540,14
140172,22945,13
140172,230178,14
140172,253705,16
140172,277015,12
140172,277285,11
140172,289501,11
140172,289505,11
140172,289506,11
140172,289514,11
140172,297580,12
140172,303196,20
140172,333665,15
140172,336040,13
140172,401627,12
140172,402904,20
140172,41281,16
140172,448351,12
140172,507022,12
140172,51926,15
140172,520854,14
140172,539812,16
140172,539818,16
140172,539822,16
140172,540183,12
140172,540678,12
140172,558041,11
140172,565387,11
140172,574763,16
140172,58785,11
140172,591822,11
140172,591908,12
140172,59655,11
140172,601929,11
140172,607099,12
140172,617529,15
140172,617641,16
140172,63083,15
140172,642194,14
140172,664813,13
140172,664814,13
140172,664985,15
140172,665000,15
140172,665088,14
140172,665090,13
140172,671587,13
140172,671604,11
140172,673653,14
140172,691455,14
140172,691658,12
140172,712149,11
140172,712422,14
140172,712850,13
140172,712857,15
140172,717268,14
140172,717282,13
140172,717308,11
140172,741860,11
140172,744748,13
140172,744753,17
140172,744770,13
140172,744789,12
140172,753061,11
140172,753164,11
140172,753174,12
140172,753415,15
140172,753418,12
140172,774802,11
140172,774816,11
140172,774826,15
140172,774833,14
140172,777820,13
140172,778600,16
140172,788485,12
140172,796632,16
140172,797050,14
140172,797051,15
140172,797055,14
140172,801145,16
140172,801298,16
140172,801308,17
140172,801374,21
140172,805249,11
140172,805578,14
140172,805583,14
140172,806483,11
140172,806502,18
140172,806509,11
140172,806518,14
140172,806537,20
140172,806592,13
140172,806598,13
140172,806642,11
140172,806898,15
140172,806908,14
140172,807322,14
140172,807492,13
140172,807518,15
140172,811070,13
140172,811074,12
140172,811077,16
140172,811717,12
140172,830430,12
140172,830437,11
140172,833539,11
140172,847820,13
140172,85037,11
140172,855090,11
140172,860702,14
140172,860705,14
140172,889311,17
140172,895317,12
140172,895319,15
140172,909847,14
140172,929094,15
140172,940188,12
140172,966766,12
140172,979325,13
140172,981431,12
140172,992643,17
140192,371153,14
14033,886914,11
14033,890574,11
14034,702722,11
140342,165173,15
140342,231305,30
140342,25854,13
140342,289450,14
140342,295339,11
140342,300127,12
140342,300713,14
140342,303196,18
140342,394785,11
140342,438214,11
140342,53707,12
140342,576269,13
140342,602625,16
140342,66350,13
140342,717323,14
140342,737990,12
140342,745380,11
140342,745911,14
140342,753775,15
140342,777685,12
140342,830486,12
140342,868167,13
140342,991178,13
140346,181083,11
140346,202735,26
140346,228918,11
140346,234504,12
140346,293509,11
140346,297676,11
140346,332972,12
140346,401646,12
140346,51358,26
140346,658982,13
140346,658992,13
140346,658997,13
140346,659000,13
140346,659002,13
140346,714957,12
140346,802881,12
140346,805738,12
140346,827764,14
140787,153712,17
140787,417204,17
140787,696282,16
140789,199018,11
140789,303196,13
140789,45445,16
140789,611339,20
140890,992298,12
140951,406762,13
140951,464726,12
140951,50299,11
140951,775880,13
140968,408101,11
14101,217715,11
141105,44602,20
141105,600062,12
141105,876414,15
141206,141261,16
141206,141284,15
141206,178397,12
141206,196721,11
141206,223137,11
141206,227250,12
141206,227253,12
141206,227437,12
141206,227438,12
141206,280099,11
141206,281246,11
141206,707788,13
141206,859605,11
141206,87768,13
141261,141284,15
141261,178397,12
141261,196721,11
141261,223137,11
141261,227250,12
141261,227253,12
141261,227437,12
141261,227438,12
141261,280099,11
141261,281246,11
141261,707788,13
141261,859605,11
141261,87768,13
141284,175421,11
141284,178397,12
141284,196721,12
141284,223137,12
141284,227250,13
141284,227253,13
141284,227437,13
141284,227438,13
141284,280099,12
141284,281246,12
141284,707788,14
141284,859605,12
141284,87768,14
141947,14694,12
141947,160625,11
141947,18260,12
141947,18550,14
141947,191872,11
141947,208241,12
141947,209538,11
141947,216540,13
141947,223802,13
141947,22945,12
141947,230178,15
141947,236737,12
141947,253705,14
141947,273568,12
141947,277015,11
141947,303196,16
141947,305955,12
141947,312705,13
141947,324332,11
141947,333665,13
141947,336040,14
141947,34375,11
141947,355746,11
141947,402904,16
141947,41281,16
141947,43376,12
141947,469224,13
141947,51926,14
141947,520854,14
141947,539812,13
141947,539818,13
141947,539822,13
141947,54271,13
141947,558041,14
141947,574763,12
141947,591822,11
141947,591908,17
141947,597975,12
141947,602526,12
141947,617529,11
141947,617641,12
141947,61860,14
141947,63083,14
141947,664813,12
141947,664814,11
141947,664985,13
141947,665000,14
141947,665088,13
141947,665090,12
141947,671587,11
141947,671604,11
141947,673653,13
141947,692831,16
141947,697550,11
141947,712850,11
141947,712857,12
141947,712905,11
141947,717308,11
141947,71957,12
141947,744748,11
141947,744753,11
141947,744789,11
141947,753061,14
141947,753094,11
141947,753137,13
141947,753164,14
141947,753174,12
141947,753415,16
141947,774060,16
141947,777820,13
141947,778600,11
141947,783748,13
141947,796632,12
141947,797050,11
141947,797055,11
141947,801298,13
141947,801308,12
141947,801374,11
141947,806502,14
141947,806537,15
141947,806598,11
141947,806898,12
141947,806908,11
141947,806919,11
141947,807322,13
141947,807518,13
141947,811074,13
141947,811077,13
141947,811717,12
141947,816466,11
141947,82462,11
141947,828848,12
141947,830430,12
141947,840387,11
141947,847820,11
141947,85037,12
141947,855090,11
141947,860702,11
141947,860705,11
141947,879239,12
141947,886299,11
141947,889311,12
141947,900177,11
141947,929094,11
141947,966766,12
141948,753137,13
142013,16717,12
14213,163018,13
14213,169338,11
14213,177023,15
14213,18607,14
14213,199827,14
14213,209354,17
14213,239695,16
14213,239702,20
14213,246547,12
14213,260932,11
14213,267143,11
14213,275226,11
14213,305182,16
14213,316678,11
14213,332100,13
14213,332116,12
14213,332234,12
14213,352769,18
14213,357357,13
14213,359474,11
14213,385335,16
14213,401592,11
14213,457616,14
14213,491029,12
14213,521637,12
14213,524947,13
14213,560978,11
14213,567031,12
14213,573485,16
14213,59734,11
14213,620313,11
14213,627032,15
14213,627203,15
14213,652880,20
14213,678110,20
14213,714957,17
14213,721297,15
14213,734439,17
14213,742313,11
14213,747655,11
14213,747688,11
14213,747694,16
14213,747705,11
14213,747713,11
14213,75105,11
14213,751975,11
14213,753419,11
14213,768827,15
14213,768841,11
14213,768881,11
14213,772994,13
14213,772999,14
14213,77840,14
14213,802868,11
14213,805567,14
14213,805568,11
14213,805757,17
14213,806523,14
14213,811695,18
14213,882834,15
14213,93700,12
14213,957295,14
14213,991128,13
142485,17619,13
142485,77790,15
142485,804042,14
142485,805599,11
142561,38111,11
142561,747738,11
142570,28810,11
142570,41496,11
142570,602526,11
142570,733356,11
142584,51478,16
14265,159874,11
14265,20768,12
14265,22303,11
14265,22904,12
14265,238275,11
14265,272101,11
14265,300713,12
14265,303196,11
14265,320705,11
14265,355758,12
14265,355759,12
14265,375451,11
14265,382555,11
14265,408249,12
14265,452649,12
14265,544220,11
14265,593275,12
14265,696058,12
14265,742283,12
14265,745380,11
14265,745909,11
14265,745911,12
14265,785923,11
14265,883259,12
14265,888058,12
14265,956266,12
142653,54271,12
142653,544862,11
142653,602526,11
142653,61860,11
142653,64432,11
142653,66917,11
142654,16717,11
14270,949622,12
14277,566678,11
14282,30054,15
142841,142843,15
142841,290974,11
142841,303196,11
142841,564101,12
142841,591985,14
142841,685828,12
142841,753061,11
142841,753100,12
142841,753137,14
142841,753401,13
142841,804505,11
142841,85037,12
143227,146433,12
143227,183538,15
143227,95174,15
143272,162310,12
143272,169033,11
143272,169338,14
143272,209371,11
143272,240041,13
143272,240058,13
143272,240059,13
143272,240060,13
143272,240061,13
143272,240062,13
143272,240063,13
143272,240064,13
143272,271661,12
143272,275123,12
143272,303196,11
143272,399345,12
143272,401633,18
143272,402384,11
143272,419624,13
143272,43717,13
143272,505633,15
143272,524947,11
143272,566051,13
143272,571337,11
143272,659006,12
143272,660486,12
143272,669852,11
143272,714957,19
143272,747596,11
143272,747600,12
143272,747666,14
143272,747753,11
143272,756936,13
143272,803078,12
143272,804470,11
143272,805732,11
143277,300143,12
143277,300144,12
143277,300145,12
143277,714957,14
143277,747746,11
143284,240041,11
143284,240058,11
143284,240059,11
143284,240060,11
143284,240061,11
143284,240062,11
143284,240063,11
143284,240064,11
143284,277285,12
143284,289501,12
143284,289505,12
143284,289506,12
143284,289514,12
143284,303196,16
143284,617918,11
143284,804470,11
143284,811072,11
143341,18492,11
143341,199018,12
143341,277066,13
143341,288231,12
143341,303196,15
143341,401627,13
143341,45445,14
143341,611339,12
143341,805572,12
143341,805578,11
143499,151715,12
144065,144240,17
144302,81567,18
145242,167367,12
145253,566710,16
145261,505116,20
145269,29519,12
145269,303196,12
145269,383520,11
145269,398142,13
145269,433358,16
145269,439094,14
145269,439658,11
145269,566678,13
145269,630838,17
145269,672148,15
145269,717623,15
145269,719887,11
145269,734430,13
145269,793265,12
145269,805270,12
145269,806531,11
145269,806643,15
145333,453909,12
145415,62184,11
145460,817715,11
145491,685826,11
145614,37512,24
145614,51574,23
145614,541783,12
145614,65377,24
145614,66741,19
145614,80536,14
145614,91747,24
145614,97295,11
145820,162310,11
14617,63510,11
146231,184792,12
146231,204724,23
146231,73776,23
146231,870919,11
146433,183538,12
146433,95174,12
146678,160551,15
14682,15668,12
14694,158767,15
14694,160743,11
14694,16717,11
14694,172522,13
14694,179195,14
14694,191872,11
14694,195179,12
14694,20295,12
14694,230178,13
14694,236737,26
14694,276789,12
14694,276801,12
14694,297580,11
14694,303196,14
14694,315477,11
14694,34375,12
14694,355746,11
14694,362792,11
14694,43376,28
14694,497831,11
14694,50074,11
14694,50470,12
14694,505132,12
14694,54271,12
14694,564009,12
14694,585892,12
14694,591822,11
14694,591908,13
14694,673484,12
14694,677721,11
14694,692831,13
14694,701213,11
14694,701659,12
14694,763315,12
14694,78832,12
14694,804505,13
14694,828848,12
14694,83275,12
14694,840387,12
14694,90622,11
146975,160625,12
146975,22050,12
146975,34375,11
146975,891465,11
147207,782039,13
147221,148861,13
147397,211013,14
147397,224004,11
147397,297654,15
147397,368268,11
147397,795372,14
147397,834892,14
147397,97505,16
147580,167913,11
14768,303196,11
14769,19120,14
14772,204057,12
14772,714941,16
14786,169536,11
14786,169537,11
14786,169538,11
14786,209364,12
14786,277308,12
14786,281455,12
14786,328853,11
14786,333934,12
14786,401603,11
14786,565262,12
14786,773887,11
14786,805727,12
14786,839748,12
14786,863591,11
148078,162745,12
148078,169536,14
148078,169537,15
148078,169538,15
148078,173162,12
148078,204096,13
148078,20566,11
148078,209345,11
148078,209364,12
148078,209401,13
148078,210410,11
148078,262422,11
148078,281455,14
148078,285803,12
148078,288175,14
148078,288263,11
148078,288753,15
148078,29291,11
148078,30706,11
148078,328853,12
148078,330537,12
148078,333934,14
148078,374962,11
148078,401603,13
148078,437070,12
148078,440969,12
148078,481969,12
148078,54406,11
148078,57611,11
148078,6614,15
148078,677808,13
148078,762932,11
148078,773887,15
148078,795418,11
148078,797640,13
148078,805252,13
148078,805727,13
148078,827411,11
148078,839748,14
148078,863591,12
148078,883319,12
148078,946734,11
148235,505633,11
148287,303196,13
148499,20747,13
148499,409814,12
148499,473656,12
148499,56479,11
148499,994881,12
148522,312705,14
148522,453768,16
148522,736563,15
148522,836689,14
148522,94434,11
148564,148566,12
148564,172929,12
148566,172929,12
148861,303196,11
148861,458116,11
148861,61860,11
148997,287797,11
14927,154540,11
14927,16965,11
14927,201906,15
14927,221480,14
14927,239549,11
14927,240041,13
14927,240058,13
14927,240059,13
14927,240060,13
14927,240061,13
14927,240062,13
14927,240063,13
14927,240064,13
14927,241825,15
14927,25203,11
14927,26217,12
14927,275123,12
14927,277285,12
14927,289501,12
14927,289505,12
14927,289506,12
14927,289514,12
14927,303196,15
14927,316678,13
14927,332100,12
14927,332292,11
14927,398166,16
14927,399345,11
14927,401592,14
14927,402361,12
14927,402901,16
14927,419624,11
14927,422060,11
14927,43717,11
14927,521637,12
14927,524947,11
14927,540183,11
14927,55313,18
14927,566051,14
14927,598448,12
14927,621185,11
14927,62841,13
14927,62944,13
14927,660486,11
14927,664818,13
14927,670770,11
14927,685651,11
14927,68694,11
14927,714957,14
14927,719549,11
14927,729335,12
14927,747596,12
14927,747600,12
14927,747655,12
14927,747753,11
14927,753419,11
14927,756326,13
14927,777681,12
14927,784204,12
14927,796429,12
14927,802171,13
14927,802264,17
14927,802355,12
14927,802696,14
14927,802709,16
14927,802829,15
14927,803068,15
14927,803249,17
14927,803250,13
14927,803475,11
14927,803517,11
14927,803644,11
14927,804470,11
14927,804496,12
14927,805096,13
14927,805107,14
14927,805234,14
14927,805237,13
14927,805238,13
14927,805269,13
14927,805568,11
14927,805578,12
14927,805583,13
14927,805666,11
14927,805740,14
14927,806491,11
14927,806509,12
14927,806518,12
14927,806524,12
14927,806544,13
14927,806592,13
14927,806628,12
14927,806898,11
14927,806911,12
14927,807492,14
14927,807525,13
14927,81313,11
14927,822264,12
14927,822277,12
14927,833539,12
14927,876364,17
14927,877958,11
14927,910846,13
14927,929094,11
14927,962234,11
14927,981431,11
149313,160694,12
149313,224004,15
149313,335335,11
149313,741860,11
149313,844546,11
149313,844547,11
14932,303196,13
149908,303196,11
150100,565445,11
150622,155714,11
150622,160743,11
150622,18902,11
150622,209538,12
150622,284671,11
150622,303196,17
150622,32614,11
150622,352717,12
150622,355746,12
150622,388961,12
150622,497831,16
150622,532261,11
150622,533188,12
150622,535036,14
150622,564005,15
150622,564009,14
150622,564101,11
150622,648304,15
150622,66917,14
150622,673484,16
150622,695543,12
150622,701213,11
150622,745876,14
150622,752810,15
150622,753307,14
150622,754131,12
150622,804505,12
150622,820660,14
150622,820671,14
150622,827766,12
150622,940188,12
150622,948236,14
150623,174462,14
150623,277285,11
150623,279960,11
150623,289501,11
150623,289505,11
150623,289506,11
150623,289514,11
150623,297580,11
150623,303196,11
150623,333665,11
150623,406143,11
150623,520854,12
150623,61257,12
150623,716615,12
150623,771779,12
150623,778600,11
150623,796515,12
150623,801308,11
150623,806483,12
150623,837782,11
150623,854360,13
150623,854488,11
150623,891465,12
150623,991794,11
150846,224004,11
151327,227616,13
151726,196912,16
151726,709893,11
151726,790670,12
152135,960992,12
152225,183332,15
152419,166927,14
152419,303196,11
152468,172668,16
152468,199106,14
152474,180830,24
152474,184296,24
152474,184299,24
152474,188809,11
152474,238301,22
152751,844547,11
15341,714554,13
15341,714668,12
153712,417204,23
153712,696282,16
153712,940188,11
153731,714941,12
154106,65389,11
154388,160804,21
154388,441490,21
154479,179108,12
154479,667752,12
154499,440971,13
154534,346056,11
154534,714941,11
154540,15982,12
154540,169337,12
154540,16965,11
154540,17954,11
154540,201906,13
154540,221480,13
154540,241825,13
154540,265216,11
154540,277285,14
154540,289501,14
154540,289505,14
154540,289506,14
154540,289514,14
154540,303196,21
154540,344678,11
154540,364162,11
154540,398166,16
154540,402901,12
154540,402904,11
154540,419624,11
154540,43717,11
154540,527833,11
154540,535481,12
154540,565434,12
154540,566051,11
154540,611293,11
154540,642194,12
154540,665006,13
154540,670770,11
154540,68694,11
154540,691658,11
154540,729877,12
154540,744770,11
154540,747753,11
154540,774826,12
154540,777681,12
154540,784204,11
154540,790024,11
154540,801145,15
154540,803249,11
154540,803629,12
154540,805096,12
154540,805107,13
154540,805237,16
154540,805238,12
154540,805578,15
154540,805583,14
154540,805740,14
154540,806518,15
154540,806592,16
154540,806628,14
154540,806632,11
154540,807492,12
154540,811074,12
154540,838897,12
154540,860967,11
154540,876364,13
154540,886654,13
154540,889311,11
154540,901523,11
154540,937660,12
154540,946715,11
154576,205061,18
154597,216603,16
154597,233963,23
