source,target,weight
253709,86320,12
253712,303196,11
253712,714941,11
253712,836348,11
253715,277303,11
253715,277304,11
253715,303196,12
253717,35758,12
253717,475848,11
253717,531410,13
253717,747686,11
253717,747728,11
253717,747729,11
253717,747730,11
253717,747731,16
253717,803645,12
253717,98230,11
253722,26217,12
253722,265216,11
253722,303196,14
253722,540183,11
253722,55313,11
253722,617641,11
253722,802264,12
253722,802829,11
253722,803068,11
253722,803249,11
253722,805107,14
253722,805237,11
253722,805238,12
253722,805583,13
253722,806509,13
253722,806544,12
253722,806592,12
253722,806628,12
253722,806632,12
253722,806911,11
253722,833539,12
253722,886299,11
253722,892984,11
253722,988406,13
25383,57009,11
253857,714947,13
253868,61965,12
253920,655206,11
254201,334886,12
254346,334681,11
25441,303196,11
254504,59329,12
254728,723168,11
25501,25813,11
255112,312036,11
255112,651151,11
255206,288429,23
255395,714957,11
255395,796429,11
255450,581862,12
255556,277285,12
255556,278173,20
255556,289501,12
255556,289505,12
255556,289506,12
255556,289514,12
255556,774826,11
255556,810684,17
25572,286904,13
25572,31005,22
25572,324168,11
25572,33638,13
25572,367229,21
25572,368268,14
25572,427691,16
25572,443874,15
25572,455897,11
25572,490632,16
25572,521860,14
25572,530294,14
25572,53741,17
25572,545958,16
25572,555844,16
25572,59326,22
25572,595252,13
25572,629566,13
25572,63835,17
25572,66105,22
25572,66585,11
25572,669440,15
25572,701693,14
25572,738104,11
25572,767937,11
25572,858391,17
25572,858471,16
25572,858475,16
25572,86664,22
25572,867844,13
25572,9350,22
25572,943885,14
25572,960185,16
256878,42969,12
257505,257506,16
257506,603760,11
257506,759518,11
257508,603760,11
257508,759518,11
257599,60268,11
257672,446273,12
257797,709893,15
257797,790670,12
258134,50059,11
258350,303196,11
258359,714957,11
25854,289450,15
25854,300098,11
25854,300127,15
25854,300713,13
25854,303196,19
25854,46648,12
25854,508214,12
25854,53245,13
25854,53707,20
25854,602625,12
25854,66350,12
25854,667835,12
25854,745909,11
25854,745911,15
25854,753775,12
25854,868167,12
25854,930293,11
25854,930297,11
25854,987300,13
25926,303196,11
259297,541768,13
259443,327535,11
259443,345178,11
259443,435711,11
260261,274789,12
260261,277271,11
260261,277303,11
260261,277304,11
260261,288231,11
260261,332746,11
260261,346056,11
260261,439094,11
260261,565387,12
260261,566678,14
260261,591822,11
260261,714941,14
260261,734430,13
260261,735544,12
260261,747714,11
260261,803559,12
260261,806643,15
260261,90622,11
260261,93675,13
260631,402361,11
260631,714957,12
260631,796429,11
260631,802183,11
260631,802495,11
260631,803250,11
260631,805269,11
260631,806491,11
260632,634541,11
260633,60268,11
260633,634543,17
260633,804519,11
260932,316678,12
260932,332100,11
260932,335331,12
260932,352769,11
260932,385335,11
260932,521637,11
260932,524947,11
260932,566051,11
260932,572296,12
260932,652880,13
260932,678110,13
260932,714957,16
260932,747655,11
260932,747694,13
260932,768881,12
260932,772994,11
260932,773912,12
260932,803249,11
260932,803465,11
261337,300143,12
261337,300144,12
261337,300145,12
261337,714941,14
261337,714957,12
26134,29414,11
26134,60268,11
26134,642329,11
261380,26217,12
261380,35435,11
261380,402361,15
261380,402901,11
261380,422060,11
261380,714957,12
261380,796429,13
261380,802264,12
261380,802696,11
261380,802709,11
261380,802829,11
261380,803068,13
261380,803249,11
261380,803250,16
261380,803471,11
261380,803479,11
261380,805269,14
261380,805569,11
261380,805732,11
261380,806491,12
261380,806524,11
261380,876364,12
261380,876370,13
261436,747163,11
26162,28869,12
26209,28872,14
26209,52358,12
26209,52383,12
26209,874500,11
26217,275123,12
26217,275203,12
26217,303196,14
26217,316678,15
26217,33049,11
26217,330704,11
26217,339859,11
26217,35435,12
26217,36602,13
26217,37177,11
26217,402361,15
26217,402403,13
26217,402901,11
26217,43730,12
26217,441807,12
26217,521637,11
26217,535481,12
26217,55313,14
26217,565404,12
26217,565434,12
26217,566051,14
26217,599592,13
26217,665006,11
26217,670770,11
26217,699960,11
26217,714957,16
26217,729335,12
26217,73262,16
26217,734543,12
26217,747596,13
26217,747600,12
26217,747655,13
26217,747753,11
26217,76377,11
26217,784204,11
26217,796429,12
26217,802171,12
26217,802264,15
26217,802339,11
26217,802355,11
26217,802696,13
26217,802709,14
26217,802829,16
26217,803068,15
26217,803249,16
26217,803250,15
26217,803409,11
26217,803517,12
26217,803605,11
26217,803629,12
26217,803644,12
26217,803651,12
26217,804462,12
26217,805096,11
26217,805107,13
26217,805234,13
26217,805269,15
26217,805569,15
26217,805600,14
26217,805732,11
26217,805733,15
26217,805740,11
26217,805769,12
26217,806491,12
26217,806524,14
26217,806632,12
26217,806911,16
26217,807525,14
26217,86554,11
26217,876364,14
26217,876370,13
26217,892984,13
262255,262356,12
262255,714941,14
262255,714957,12
262300,714941,14
262349,277066,11
262349,288231,13
262349,45445,11
262349,747731,11
262349,784225,12
262349,805563,11
262349,805578,11
262356,714957,11
262395,333934,13
262395,7099,11
262398,853918,11
262399,714941,14
262422,281455,11
262422,285803,11
262422,288175,11
262422,288753,12
262422,333934,11
262422,560158,11
262422,6614,11
262422,682825,11
262422,773887,12
262422,805727,11
262422,839748,11
262422,883319,11
264234,264828,15
264234,311560,14
264455,59359,11
264458,800724,11
264776,798221,11
264828,311560,16
26494,35039,11
26494,438172,11
26494,505115,11
26494,588308,11
26494,751844,11
265057,76054,12
265216,277285,11
265216,289501,11
265216,289505,11
265216,289506,11
265216,289514,11
265216,303196,14
265216,325602,11
265216,35515,18
265216,448351,11
265216,458253,15
265216,540183,13
265216,543861,11
265216,664818,13
265216,707783,11
265216,744753,11
265216,78971,11
265216,790024,11
265216,797023,11
265216,801145,12
265216,805107,13
265216,805237,13
265216,805578,12
265216,805583,11
265216,805811,12
265216,806483,13
265216,806592,14
265216,806628,11
265216,811072,12
265216,811074,12
265216,811077,11
265216,818109,15
265216,872625,11
265216,886654,16
265216,895319,12
265216,901523,11
265216,937660,12
265216,988455,13
265823,296275,202
265823,297588,18
265823,334886,207
265823,642334,11
265823,714945,27
265823,714947,39
265823,714952,82
265823,714953,63
265823,714954,45
265823,714955,38
265823,714957,51
265823,724533,12
265823,949622,18
265823,950166,17
265823,950219,151
265823,950321,101
265823,992963,11
265996,318973,14
265996,420223,14
265996,518250,13
265999,53312,13
265999,739729,12
265999,766453,12
265999,857381,12
265999,926720,11
26617,303196,12
266512,288175,11
266512,333934,11
266512,35435,11
266512,440969,12
266512,714957,11
267143,305182,11
267143,332100,12
267143,352769,12
267143,385335,12
267143,627203,11
267143,652880,11
267143,678110,12
267143,714957,12
267143,734439,12
267143,753419,12
267143,768812,11
267143,768827,11
267143,805757,11
267143,807525,11
267143,811695,12
267240,294490,20
267240,315464,22
267240,699321,21
267569,267595,14
267977,920286,12
268577,344678,21
268577,364162,20
268577,405139,14
268577,527833,21
268577,611293,21
268577,714941,11
268577,784204,11
268577,790024,17
268577,805237,11
268577,901523,17
268582,334050,12
268583,759518,11
268605,291450,11
268611,302104,24
269105,275203,11
269105,36602,11
269105,565404,11
269105,60268,11
269105,714957,12
269105,734384,11
269105,734543,11
269105,802134,11
269105,802696,12
269105,802709,12
26981,303196,12
27007,27014,12
27007,654165,11
27007,940188,12
27014,324332,12
27014,336040,13
27014,402904,11
27014,553428,13
27014,664813,13
27014,664814,13
27014,664985,11
27014,665088,11
27014,665090,12
27014,712850,13
27014,712857,11
27014,712905,12
27014,744748,13
27014,744789,12
27014,774816,12
27014,797055,11
27014,805583,11
27014,806509,12
27014,806528,12
27014,806537,11
27014,806598,11
27014,806898,11
27014,807518,12
27014,847820,12
27014,895317,11
27014,940188,12
27014,943678,11
271661,275123,11
271661,277029,13
271661,322401,13
271661,332292,12
271661,399345,13
271661,401633,11
271661,419624,14
271661,43717,14
271661,505633,15
271661,524947,12
271661,565431,13
271661,566051,13
271661,621185,11
271661,659006,12
271661,660486,12
271661,714957,16
271661,734541,13
271661,747596,11
271661,747600,11
271661,747655,11
271661,747666,11
271661,803078,12
271661,804470,11
271661,805568,14
271661,805732,11
271662,303196,12
272101,300713,11
272101,303196,11
272101,355758,11
272101,355759,11
272101,408249,11
272101,452649,11
272101,544220,11
272101,593275,11
272101,696058,11
272101,742283,11
272101,745380,11
272101,745911,11
272101,883259,11
272101,888058,11
272101,956266,11
272582,312488,26
273090,325587,13
273090,377060,12
273090,529718,11
273090,536856,12
273090,595575,12
273090,678268,12
273090,69834,12
273090,701520,11
273090,717102,12
273090,770335,13
273090,787671,11
273090,803834,11
273090,806483,12
273090,806585,12
273090,832346,12
273090,836355,13
273090,863899,11
273090,871744,12
273090,889880,11
273090,908267,11
273090,953802,12
273568,288231,12
273568,303196,14
273568,59595,11
273568,617641,12
273568,664985,11
273568,665000,13
273568,665088,11
273568,673653,12
273568,712422,11
273568,744753,12
273568,753137,11
273568,753164,12
273568,753174,11
273568,753415,13
273568,784225,11
273568,797055,12
273568,805267,11
273568,805572,11
273568,806502,12
273568,806537,12
273568,807518,12
273568,811077,13
273568,872625,11
273568,890197,12
273568,910045,13
274077,868456,11
274077,868468,12
274264,779615,13
274521,94294,14
274789,321494,11
274789,332746,13
274789,439094,11
274789,448351,11
274789,455897,11
274789,558109,13
274789,566678,16
274789,607341,11
274789,630806,11
274789,734430,15
274789,741860,11
274789,802787,12
274789,806643,12
274789,844546,13
274789,844547,15
274789,93675,14
275123,288175,12
275123,303196,12
275123,316678,16
275123,317031,11
275123,330546,12
275123,36602,13
275123,398166,12
275123,399345,17
275123,401592,14
275123,401633,12
275123,402361,14
275123,402403,12
275123,402901,14
275123,409493,12
275123,419624,13
275123,43717,13
275123,441807,12
275123,491029,13
275123,521637,13
275123,521638,11
275123,524947,14
275123,535481,11
275123,55313,11
275123,566051,20
275123,572271,11
275123,572296,11
275123,621185,11
275123,659006,11
275123,660486,17
275123,669852,15
275123,670770,13
275123,685615,11
275123,685651,13
275123,685655,15
275123,699960,11
275123,714945,16
275123,714957,19
275123,741230,11
275123,747596,16
275123,747600,29
275123,747655,15
275123,747666,12
275123,747694,11
275123,747701,12
275123,747753,13
275123,758503,11
275123,76316,11
275123,768881,12
275123,773303,15
275123,773912,12
275123,796429,13
275123,802140,11
275123,802171,14
275123,802183,11
275123,802264,15
275123,802339,12
275123,802355,13
275123,802696,15
275123,802709,14
275123,802747,11
275123,802829,14
275123,802851,11
275123,802854,14
275123,802868,12
275123,802877,11
275123,803068,15
275123,803234,12
275123,803249,16
275123,803250,15
275123,803360,14
275123,803363,14
275123,803409,11
275123,803412,14
275123,803471,14
275123,803475,14
275123,803516,13
275123,803517,15
275123,803596,11
275123,803629,11
275123,803644,12
275123,803651,13
275123,804186,11
275123,804470,12
275123,805107,14
275123,805234,12
275123,805269,13
275123,805567,11
275123,805568,13
275123,805569,13
275123,805593,11
275123,805600,11
275123,805732,14
275123,805740,12
275123,805769,12
275123,806491,13
275123,806523,12
275123,806524,14
275123,807525,14
275123,876364,15
275123,876370,11
275203,28054,12
275203,281694,12
275203,29414,15
275203,316678,11
275203,330546,14
275203,330704,13
275203,332976,12
275203,36602,13
275203,38666,13
275203,402361,15
275203,499321,12
275203,521637,11
275203,55240,11
275203,565404,29
275203,565434,11
275203,599592,12
275203,60268,14
275203,642329,13
275203,714957,18
275203,719415,18
275203,72017,11
275203,734384,12
275203,734543,29
275203,747659,14
275203,747661,14
275203,747662,14
275203,747663,14
275203,747753,14
275203,76316,11
275203,773681,11
275203,77925,11
275203,796429,13
275203,802134,15
275203,802140,14
275203,802171,13
275203,802183,11
275203,802229,12
275203,802264,11
275203,802339,11
275203,802696,14
275203,802709,13
275203,802747,11
275203,802829,12
275203,802851,15
275203,803068,11
275203,803249,11
275203,803250,15
275203,803475,11
275203,803479,11
275203,803605,12
275203,805269,11
275203,805569,11
275203,805732,12
275203,806491,12
275203,806524,13
275203,806911,11
275203,886794,13
275203,950321,13
275203,95535,15
275226,332100,11
275226,352769,12
275226,573485,12
275226,627203,11
275226,652880,11
275226,678110,12
275226,734439,12
275226,747694,11
275226,811695,11
275234,726093,11
275234,726094,11
275234,726095,11
275234,726096,11
275390,275391,12
275390,276800,12
275391,276800,12
276789,276801,27
276789,303196,11
276789,355746,11
276789,362792,11
276789,43376,12
276789,45861,11
276789,534377,11
276789,591908,13
276789,673484,11
276789,692831,11
276789,701213,12
276789,804505,13
276789,837782,12
276789,879239,11
276801,303196,11
276801,355746,11
276801,362792,11
276801,43376,12
276801,45861,11
276801,534377,11
276801,591908,13
276801,673484,11
276801,692831,11
276801,701213,12
276801,804505,13
276801,837782,12
276801,879239,11
277015,288231,13
277015,303196,17
277015,401627,13
277015,402904,12
277015,520854,11
277015,539812,12
277015,539818,12
277015,539822,12
277015,552669,11
277015,565387,12
277015,566678,13
277015,591822,12
277015,591908,11
277015,63083,11
277015,673653,11
277015,734430,12
277015,753415,14
277015,804505,12
277015,805249,11
277015,805572,11
277015,805585,11
277015,806502,11
277015,806509,11
277015,806537,12
277015,806617,11
277015,806643,12
277015,807518,14
277015,827766,11
277015,830430,11
277015,863899,11
277015,90622,11
277029,288175,11
277029,316678,12
277029,401592,11
277029,402901,12
277029,419624,11
277029,43717,11
277029,505633,11
277029,521637,11
277029,566051,14
277029,627203,11
277029,660486,11
277029,699960,11
277029,714957,17
277029,747596,12
277029,747655,11
277029,802171,12
277029,802264,12
277029,802622,11
277029,802829,12
277029,803234,11
277029,803249,12
277029,803472,12
277029,803475,13
277029,803516,11
277029,804182,11
277029,804470,15
277029,805568,17
277029,805732,13
277029,807525,12
277066,277303,13
277066,277304,13
277066,283580,11
277066,283616,11
277066,284671,13
277066,288231,21
277066,303196,17
277066,399360,11
277066,399509,12
277066,401627,19
277066,402876,13
277066,443855,11
277066,45445,14
277066,505123,11
277066,521294,13
277066,535036,13
277066,539812,11
277066,539818,11
277066,539822,11
277066,54388,11
277066,54393,11
277066,553428,13
277066,562105,11
277066,564005,11
277066,564101,13
277066,565387,12
277066,591822,12
277066,59595,11
277066,611339,11
277066,654055,11
277066,654165,12
277066,655411,14
277066,659024,16
277066,665020,11
277066,673648,11
277066,673653,14
277066,673656,18
277066,685791,11
277066,685828,15
277066,687691,13
277066,705104,11
277066,70938,13
277066,717263,12
277066,735544,14
277066,747731,11
277066,752810,11
277066,753174,14
277066,753401,12
277066,753415,12
277066,784204,12
277066,784217,11
277066,784225,13
277066,803624,14
277066,804496,13
277066,805249,11
277066,805262,14
277066,805557,13
277066,805563,13
277066,805566,11
277066,805572,14
277066,805578,12
277066,806502,11
277066,806594,13
277066,806642,13
277066,807518,13
277066,827766,15
277066,836770,13
277066,883296,13
277066,90622,12
277066,910045,13
277066,93675,13
277066,940188,17
277066,943986,13
277066,94771,12
277199,714945,20
277199,714957,22
277199,949622,14
277199,950166,15
277249,325629,14
277271,288231,11
277271,303196,14
277271,401627,12
277271,530832,12
277271,566678,11
277271,59595,11
277271,714941,15
277271,747714,11
277271,784225,11
277271,803559,11
277271,804166,11
277271,805117,11
277271,806643,12
277285,278173,12
277285,289501,30
277285,289505,30
277285,289506,30
277285,289514,30
277285,303196,21
277285,332100,11
277285,335335,12
277285,339859,11
277285,383525,11
277285,385335,14
277285,398166,20
277285,399374,12
277285,402901,11
277285,402904,11
277285,422060,11
277285,439094,11
277285,448351,20
277285,507022,14
277285,51926,11
277285,530832,14
277285,535481,15
277285,540183,14
277285,540678,11
277285,558676,12
277285,566051,11
277285,58785,13
277285,607099,12
277285,61257,13
277285,634105,11
277285,642194,15
277285,664818,13
277285,665006,12
277285,68694,11
277285,687691,12
277285,691658,12
277285,714941,12
277285,719549,11
277285,729335,11
277285,73214,11
277285,741860,11
277285,753064,12
277285,761261,12
277285,761264,12
277285,761265,12
277285,774826,12
277285,777678,14
277285,784204,14
277285,796515,12
277285,801145,12
277285,803249,12
277285,803629,15
277285,804166,12
277285,804496,12
277285,805096,11
277285,805107,11
277285,805117,12
277285,805234,11
277285,805237,15
277285,805238,13
277285,805578,13
277285,805583,14
277285,805740,15
277285,805767,11
277285,806483,12
277285,806502,11
277285,806509,14
277285,806518,15
277285,806592,14
277285,806642,12
277285,806911,12
277285,807492,15
277285,811072,13
277285,812393,13
277285,846318,11
277285,866603,12
277285,876364,11
277285,886654,11
277285,889311,12
277285,898479,11
277285,909847,12
277285,940188,11
277285,946715,12
277303,277304,28
277303,283401,11
277303,283580,12
277303,284671,11
277303,288231,14
277303,303196,18
277303,401627,15
277303,45445,12
277303,520854,14
277303,553428,11
277303,565387,11
277303,59595,11
277303,61257,12
277303,659024,14
277303,673648,12
277303,735544,12
277303,777384,11
277303,803624,13
277303,805249,15
277303,805267,13
277303,805557,11
277303,805566,13
277303,805572,15
277303,806509,11
277303,806642,12
277303,807518,12
277303,827766,11
277303,872625,11
277303,910045,14
277303,940188,11
277304,283401,11
277304,283580,12
277304,284671,11
277304,288231,14
277304,303196,18
277304,401627,15
277304,45445,12
277304,520854,14
277304,553428,11
277304,565387,11
277304,59595,11
277304,61257,12
277304,659024,14
277304,673648,12
277304,735544,12
277304,777384,11
277304,803624,13
277304,805249,15
277304,805267,13
277304,805557,11
277304,805566,13
277304,805572,15
277304,806509,11
277304,806642,12
277304,807518,12
277304,827766,11
277304,872625,11
277304,910045,14
277304,940188,11
277308,281455,14
277308,281752,13
277308,285803,11
277308,287544,11
277308,287546,13
277308,288753,14
277308,29285,11
277308,29291,14
277308,296275,11
277308,328853,12
277308,329408,12
277308,330537,11
277308,333934,14
277308,374951,11
277308,374962,13
277308,381409,11
277308,437070,13
277308,440969,11
277308,481969,11
277308,481975,11
277308,514561,11
277308,559707,11
277308,565262,21
277308,572293,13
277308,57611,13
277308,62547,14
277308,630419,12
277308,677808,15
277308,682825,12
277308,693049,11
277308,710093,12
277308,75335,12
277308,762932,11
277308,773887,12
277308,773943,12
277308,797640,13
277308,805252,12
277308,805727,17
277308,839748,13
277308,863591,14
277308,883319,11
277308,910211,12
277308,950219,11
277336,950321,11
277639,303196,14
278128,913272,13
278173,289501,12
278173,289505,12
278173,289506,12
278173,289514,12
278173,303196,13
278173,717308,11
278173,774826,11
278173,777820,11
278173,788485,11
278173,801145,12
278173,810684,16
278173,838897,11
278173,855090,11
278173,891465,11
279837,44280,13
279837,53463,13
279837,72940,12
279837,876936,12
280076,48634,15
280099,281246,12
280099,707788,12
280099,859605,11
280099,87768,12
28054,281364,15
28054,281694,14
28054,28329,14
28054,28887,14
28054,29414,14
28054,330546,12
28054,330704,11
28054,332982,11
28054,35685,11
28054,39818,11
28054,41095,12
28054,499321,11
28054,55240,11
28054,55362,11
28054,565404,12
28054,60268,18
28054,642329,15
28054,677873,12
28054,677874,12
28054,677875,12
28054,677876,12
28054,714953,12
28054,714957,13
28054,719415,11
28054,725779,11
28054,734384,13
28054,734543,12
28054,747659,12
28054,747661,12
28054,747662,12
28054,747663,12
28054,754996,14
28054,802134,15
28054,802183,11
28054,802229,11
28054,802696,11
28054,802709,11
28054,802851,14
28054,803232,11
28054,803359,11
28054,803463,11
28054,950321,16
28054,95535,12
280984,280989,30
280984,280991,30
280984,458487,12
280984,714953,20
280984,950321,12
280989,280991,30
280989,458487,12
280989,714953,20
280989,950321,12
280991,458487,12
280991,714953,20
280991,950321,12
281246,707788,12
281246,859605,11
281246,87768,12
281364,281694,14
281364,28329,12
281364,28887,12
281364,332982,11
281364,41095,12
281364,584780,11
281364,60268,14
281364,642329,12
281364,66308,11
281364,714953,16
281364,754996,20
281364,803232,11
281364,890233,13
281364,950321,14
281455,281752,11
281455,285803,13
281455,287544,11
281455,287546,11
281455,288175,19
281455,288263,13
281455,288753,19
281455,29283,11
281455,29285,11
281455,29291,12
281455,296275,14
281455,299680,11
281455,30706,16
281455,317467,13
281455,319839,13
281455,328853,16
281455,329408,11
281455,330537,14
281455,333934,21
281455,34284,13
281455,35435,11
281455,359287,12
281455,360880,11
281455,371389,12
281455,372851,12
281455,374951,13
281455,374962,20
281455,381934,11
281455,382385,12
281455,401603,17
281455,42511,12
281455,437070,17
281455,440969,15
281455,481969,16
281455,481975,14
281455,482015,11
281455,482025,11
281455,483989,11
281455,495372,11
281455,499321,13
281455,513001,11
281455,514561,13
281455,514566,12
281455,518942,12
281455,53067,11
281455,534508,14
281455,54406,16
281455,551527,12
281455,557893,11
281455,560158,11
281455,565262,15
281455,572293,15
281455,573654,11
281455,57611,12
281455,57622,11
281455,603591,12
281455,624747,13
281455,62547,13
281455,651321,14
281455,657348,12
281455,6614,14
281455,672730,11
281455,677808,14
281455,682825,15
281455,693049,11
281455,695753,11
281455,7099,11
281455,711169,12
281455,712369,11
281455,714945,12
281455,714947,13
281455,715573,11
281455,716150,11
281455,719076,11
281455,75335,11
281455,76080,13
281455,761173,11
281455,762932,12
281455,773887,17
281455,773943,12
281455,790693,11
281455,795418,13
281455,797640,15
281455,803234,13
281455,803367,11
281455,805252,15
281455,805727,18
281455,827411,12
281455,827673,12
281455,839748,15
281455,857542,11
281455,863591,16
281455,883319,17
281455,899450,12
281455,902794,12
281455,910211,13
281455,923692,12
281455,946734,14
281455,950219,12
281455,984381,12
281694,28329,14
281694,288205,12
281694,288221,20
281694,28887,14
281694,29049,12
281694,29414,11
281694,330540,11
281694,330543,11
281694,330546,11
281694,332976,12
281694,332982,17
281694,343287,11
281694,36606,12
281694,41095,15
281694,524900,11
281694,55240,13
281694,553190,12
281694,55362,14
281694,55654,14
281694,565404,12
281694,60268,20
281694,642329,22
281694,66308,11
281694,670771,11
281694,677866,11
281694,677867,11
281694,677873,15
281694,677874,15
281694,677875,15
281694,677876,15
281694,705720,11
281694,714953,15
281694,714957,13
281694,719415,11
281694,725779,12
281694,729317,11
281694,734384,16
281694,734543,12
281694,747659,12
281694,747661,12
281694,747662,12
281694,747663,12
281694,75233,14
281694,754996,16
281694,773681,14
281694,784933,11
281694,802134,15
281694,802145,14
281694,802163,11
281694,802183,12
281694,802200,13
281694,802747,11
281694,802851,13
281694,803216,12
281694,803232,16
281694,803359,12
281694,803463,13
281694,804519,16
281694,805094,11
281694,814860,16
281694,842433,12
281694,883692,13
281694,897538,13
281694,950321,15
281694,95535,12
281699,376412,13
281699,523464,13
281701,910211,11
281713,289526,18
281752,282245,11
281752,296275,11
281752,693049,11
281752,773943,11
281752,805727,11
282759,308989,14
283151,661164,11
28329,28887,25
28329,35685,12
28329,60268,15
28329,642329,13
28329,754996,14
28329,950321,15
283474,284671,12
283474,288231,11
283474,303196,13
283580,283582,12
283580,283616,11
283580,284671,14
283580,284710,11
283580,288231,14
283580,303196,12
283580,401627,12
283580,45445,12
283580,659024,11
283580,673653,11
283580,735544,11
283580,805572,12
283580,807518,11
283580,910045,11
283582,283616,11
283582,284671,11
283582,288231,11
283582,45445,11
283598,284671,11
283616,284671,11
283926,284671,12
283926,303196,11
283977,284110,11
283977,284671,11
283982,458116,15
283982,61860,18
283982,633321,19
283982,63510,12
284055,76081,11
284110,284671,13
284671,284710,12
284671,288231,14
284671,303196,14
284671,401627,13
284671,45445,11
284671,521294,11
284671,673653,11
284671,673656,12
284671,753174,12
284671,754971,11
284671,805249,11
284671,805563,11
284671,805572,11
284671,805587,11
284671,806502,11
284671,806594,12
284671,806642,11
284671,807518,13
284671,827766,12
284671,910045,11
284671,940188,12
284710,288231,11
28496,61605,12
285803,288175,14
285803,288753,14
285803,317031,12
285803,329408,14
285803,330537,12
285803,330540,12
285803,330546,11
285803,333934,13
285803,374962,13
285803,383718,12
285803,401603,11
285803,409493,13
285803,437070,13
285803,520474,11
285803,565262,12
285803,62981,11
285803,651321,11
285803,6614,12
285803,685569,11
285803,685615,11
285803,685651,13
285803,714945,15
285803,714947,16
285803,714957,19
285803,773303,15
285803,773887,13
285803,797640,11
285803,802140,12
285803,802171,11
285803,802183,11
285803,802877,13
285803,803188,11
285803,803234,11
285803,803367,12
285803,803471,11
285803,803611,12
285803,805252,12
285803,805569,11
285803,805600,11
285803,805727,13
285803,805732,12
285803,805769,14
285803,806491,11
285803,806521,16
285803,839748,12
285803,863591,11
285803,883319,11
285803,950219,14
286162,303196,11
286191,714941,12
286202,441878,12
286230,950321,11
286592,54636,12
286870,567381,14
286870,886318,15
286870,920286,14
286904,31005,13
286904,367229,13
286904,427691,12
286904,490632,12
286904,53741,11
286904,545958,11
286904,550263,11
286904,555844,12
286904,59326,13
286904,63835,12
286904,645128,11
286904,66105,13
286904,701693,11
286904,709893,11
286904,858391,11
286904,858471,12
286904,858475,12
286904,86664,13
286904,9350,13
286904,943885,11
286904,960185,12
286946,705104,11
287544,288753,11
287544,333934,12
287544,374962,11
287544,437070,11
287544,565262,11
287544,572293,11
287544,805727,11
287546,288753,11
287546,330537,11
287546,333934,11
287546,374962,11
287546,565262,13
287546,572293,11
287546,677808,13
287546,773887,11
287546,773943,11
287546,805727,11
287546,910211,11
28810,448417,11
28810,602526,11
28810,678647,12
28810,739360,11
28810,763315,11
28810,806919,11
28810,807520,12
288127,730194,20
288127,84931,18
288175,288183,11
288175,288210,11
288175,288216,11
288175,288263,13
288175,288753,17
288175,29291,11
288175,30706,15
288175,317031,14
288175,317467,13
288175,319839,11
288175,328853,15
288175,33049,14
288175,330537,12
288175,333934,19
288175,35435,15
288175,359287,11
288175,371389,11
288175,374962,14
288175,382385,14
288175,399353,11
288175,401603,17
288175,402901,11
288175,409493,11
288175,437070,18
288175,440969,16
288175,481969,15
288175,481975,13
288175,499321,12
288175,513001,11
288175,514561,12
288175,518942,12
288175,53067,11
288175,534508,11
288175,534516,11
288175,54406,15
288175,551527,11
288175,565262,12
288175,566051,11
288175,573654,11
288175,57611,12
288175,598611,12
288175,603591,11
288175,651321,13
288175,657348,12
288175,6614,14
288175,677808,14
288175,682825,12
288175,685569,15
288175,685651,12
288175,711169,12
288175,714945,13
288175,714947,12
288175,714957,17
288175,715573,12
288175,716150,13
288175,747596,11
288175,747600,12
288175,76080,11
288175,761173,12
288175,762932,11
288175,773303,11
288175,773887,17
288175,795418,13
288175,797640,13
288175,802171,12
288175,802264,11
288175,802829,11
288175,803068,12
288175,803188,11
288175,803234,14
288175,803249,11
288175,803250,11
288175,803367,11
288175,803409,11
288175,803472,13
288175,803475,12
288175,803516,11
288175,803596,11
288175,804155,12
288175,804186,11
288175,804470,12
288175,805252,16
288175,805269,14
288175,805568,11
288175,805582,12
288175,805727,14
288175,805732,17
288175,805769,11
288175,806521,12
288175,807525,11
288175,810926,12
288175,827411,12
288175,827673,11
288175,839748,13
288175,857542,11
288175,863591,14
288175,876364,11
288175,883319,13
288175,902794,11
288175,946734,12
288175,947194,11
288175,950219,12
288175,984381,11
288183,382385,17
288183,401633,12
288183,598611,17
288183,714957,13
288205,288221,11
288205,332982,12
288205,41095,12
288205,60268,11
288205,803232,11
288210,288216,27
288210,317031,11
288210,35102,12
288210,398457,12
288210,401635,15
288210,534516,12
288210,575543,12
288210,651321,11
288210,714945,17
288210,714947,12
288210,734385,11
288210,761173,12
288210,897752,12
288210,946734,11
288216,317031,11
288216,35102,12
288216,398457,12
288216,401635,15
288216,534516,12
288216,575543,12
288216,651321,11
288216,714945,17
288216,714947,12
288216,734385,11
288216,761173,12
288216,897752,12
288216,946734,11
288221,29049,11
288221,29414,11
288221,330540,11
288221,330546,13
288221,332976,12
288221,332982,18
288221,41095,13
288221,516283,11
288221,55240,11
288221,553190,11
288221,55362,12
288221,55654,13
288221,599592,12
288221,60268,16
288221,642329,17
288221,677866,11
288221,677867,11
288221,677873,15
288221,677874,15
288221,677875,15
288221,677876,15
288221,682825,11
288221,714953,11
288221,714957,13
288221,719415,11
288221,725779,13
288221,734384,14
288221,75233,16
288221,773681,12
288221,784933,11
288221,802134,12
288221,802140,12
288221,802145,11
288221,802163,11
288221,802183,12
288221,802200,12
288221,802229,11
288221,802311,11
288221,802851,11
288221,803216,12
288221,803232,15
288221,803411,11
288221,803463,12
288221,804519,14
288221,806649,11
