person_id,person_name,role,event_year,event_title,event_id,event_type,tipo
414809,Ferruccio Gard,Partecipante,2017,"Alberto Biasi, Sara Campesan, Bruno Munari e altri amici di Verifica 8+1 (Evento collaterale)",1237,event,annali_arti_visive
389094,Willem Matthijs Jbzn Maris,Commissario,1914,Partecipazioni nazionali: Paesi Bassi,2403,section,annali_arti_visive
507760,Michele Aurelio Sinisi,Collegio sindacale,1974,La Biennale per una cultura democratica e antifascista : Settore Arti Visive e Architettura - Cinema Città Avanguardia 1919-1939,438,manifestazione,annali_architettura
507760,Michele Aurelio Sinisi,Collegio sindacale,1975,La Biennale un laboratorio internazionale : Settore Arti Visive e Architettura - Proposte per il Mulino Stucky,426,manifestazione,annali_architettura
507760,Michele Aurelio Sinisi,Collegio sindacale,1975,La Biennale un laboratorio internazionale : Settore Arti Visive e Architettura - Le macchine celibi,463,manifestazione,annali_arti_visive
376614,Emmanuel Frémiet,Comitato di patrocinio,1899,Sala straniera: Francia,1685,section,annali_arti_visive
376614,Emmanuel Frémiet,Comitato di Patrocinio,1897,2. Esposizione Internazionale d'Arte della Città di Venezia,213,manifestazione,annali_arti_visive
376614,Emmanuel Frémiet,Comitato di Patrocinio,1899,3. Esposizione Internazionale d'Arte della Città di Venezia,214,manifestazione,annali_arti_visive
498607,Michelangelo Galliani,Artista,2003,Italian Factory. La nuova scena artistica italiana (Extra 50),1200,event,annali_arti_visive
388795,Leo Gestel,Commissario,1940,Partecipazioni nazionali: Paesi Bassi,4450,section,annali_arti_visive
366761,Floris Luigi Ammannati,Direttore della Mostra,1956,17. Mostra Internazionale d'Arte Cinematografica,30,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Commissione di selezione,1956,17. Mostra Internazionale d'Arte Cinematografica,30,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Direttore della Mostra,1957,18. Mostra Internazionale d'Arte Cinematografica,31,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Commissione di selezione,1957,18. Mostra Internazionale d'Arte Cinematografica,31,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Direttore della Mostra,1958,19. Mostra Internazionale d'Arte Cinematografica,32,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Commissione di selezione,1958,19. Mostra Internazionale d'Arte Cinematografica,32,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Direttore della Mostra,1959,20. Mostra Internazionale d'Arte Cinematografica,33,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Commissione di selezione,1959,20. Mostra Internazionale d'Arte Cinematografica,33,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Segretario Generale,1974,Manifestazioni cinematografiche,48,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Segreteria Generale,1974,La Biennale per una cultura democratica e antifascista - Libertà al Cile,459,manifestazione,altro
366761,Floris Luigi Ammannati,Segretario Generale,1974,La Biennale per una cultura democratica e antifascista : Settore Arti Visive e Architettura - Cinema Città Avanguardia 1919-1939,438,manifestazione,annali_architettura
366761,Floris Luigi Ammannati,Segretario Generale,1974,La Biennale per una cultura democratica e antifascista : Settore Arti Visive e Architettura - Ugo Mulas le verifiche e la storia delle Biennali,464,manifestazione,annali_arti_visive
366761,Floris Luigi Ammannati,Segretario Generale,1975,Manifestazioni cinematografiche,49,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Segretario Generale,1975,La Biennale un laboratorio internazionale : Settore Arti Visive e Architettura - Le macchine celibi,463,manifestazione,annali_arti_visive
366761,Floris Luigi Ammannati,Segretario Generale,1975,La Biennale un laboratorio internazionale : Settore Teatro,143,manifestazione,annali_teatro
366761,Floris Luigi Ammannati,Segretario Generale,1975,La Biennale un laboratorio internazionale : Settore Musica,261,manifestazione,annali_musica
366761,Floris Luigi Ammannati,Segretario Generale,1975,La Biennale un laboratorio internazionale : Settore Arti Visive e Architettura - Proposte per il Mulino Stucky,426,manifestazione,annali_architettura
366761,Floris Luigi Ammannati,Segretario Generale,1976,Manifestazioni cinematografiche,50,manifestazione,annali_cinema
366761,Floris Luigi Ammannati,Segretario Generale,1976,"La Biennale di Venezia 1976 : Ambiente, partecipazione, strutture culturali",238,manifestazione,annali_arti_visive
366761,Floris Luigi Ammannati,Segreteria Generale,1977,Il Dissenso culturale - [convegni],284,manifestazione,altro
366761,Floris Luigi Ammannati,Segretario Generale,1978,38. Esposizione Internazionale d'Arte: dalla natura all'arte dall'arte alla natura,239,manifestazione,annali_arti_visive
410471,David Finn,Artista,1993,La notte dell'informazione: strumenti di pace (Mostra patrocinata),1419,event,annali_arti_visive
415072,Viera Gergelovà,Commissario aggiunto,1962,Partecipazioni nazionali: Cecoslovacchia,5193,section,annali_arti_visive
378100,Auguste Émile Charles Carolus Durand,Comitato di Patrocinio,1897,2. Esposizione Internazionale d'Arte della Città di Venezia,213,manifestazione,annali_arti_visive
365344,Mimmo Rotella,Giuria Orizzonti,2005,62. Mostra Internazionale d'Arte Cinematografica,79,manifestazione,annali_cinema
498722,Eva Rothschild,Artista,2003,The snow show: Venice (Extra 50),1207,event,annali_arti_visive
372610,Dmitry Gutov,Artista,2009,That Obscure Object of Art (Evento Collaterale),474,event,annali_arti_visive
372610,Dmitry Gutov,Artista,2013,"Glasstress, White Light / White Heat (Evento Collaterale)",759,event,annali_arti_visive
372610,Dmitry Gutov,Artista,2013,Lost in Translation (Evento Collaterale),765,event,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Commissario,1948,Mostra retrospettiva di Salvatore Fancello,4759,section,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Commissario,1962,Mario Sironi,5146,section,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Commissario,1966,[mostra retrospettiva] Giorgio Morandi ,5411,section,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Comitato promotore,1966,[mostra retrospettiva] Giorgio Morandi ,5411,section,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1957,18. Mostra Internazionale d'Arte Cinematografica,31,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario Generale,1957,20. Festival Internazionale di Musica Contemporanea,171,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1958,19. Mostra Internazionale d'Arte Cinematografica,32,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Giuria Internazionale di Premiazione,1958,29. Esposizione Biennale Internazionale d'Arte,231,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Sottocommissione per le arti figurative,1958,29. Esposizione Biennale Internazionale d'Arte,231,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,(Giuria) Commissione Internazionale Premi per Opere di Arte Sacra,1958,29. Esposizione Biennale Internazionale d'Arte,231,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,(Giuria) Commissione Premio Francesco Nullo,1958,29. Esposizione Biennale Internazionale d'Arte,231,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1958,21. Festival Internazionale di Musica Contemporanea,348,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario generale,1958,29. Esposizione Biennale Internazionale d'Arte,231,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1959,20. Mostra Internazionale d'Arte Cinematografica,33,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario Generale,1959,22. Festival Internazionale di Musica Contemporanea,172,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1960,21. Mostra Internazionale d'Arte Cinematografica,34,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario generale,1960,30. Biennale Internazionale d'Arte,232,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Giuria della Mostra Internazionale del Film sull'Arte,1960,21. Mostra Internazionale d'Arte Cinematografica,34,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Sottocommissione per le arti figurative,1960,30. Biennale Internazionale d'Arte,232,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Comitato Internazionale di esperti,1960,30. Biennale Internazionale d'Arte,232,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1960,23. Festival Internazionale di Musica Contemporanea,173,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1961,22. Mostra Internazionale d'Arte Cinematografica,35,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario Generale,1961,24. Festival Internazionale di Musica Contemporanea,174,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1962,23. Mostra Internazionale d'Arte Cinematografica,36,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario generale,1962,31. Esposizione Biennale Internazionale d'Arte,233,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Sottocommissione per le arti figurative,1962,31. Esposizione Biennale Internazionale d'Arte,233,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1962,25. Festival Internazionale di Musica Contemporanea,181,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1963,24. Mostra Internazionale d'Arte Cinematografica di Venezia,37,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario Generale,1963,26. Festival Internazionale di Musica Contemporanea,182,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1964,25. Mostra Internazionale d'Arte Cinematografica di Venezia,38,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Sottocommissione per le arti figurative,1964,32. Esposizione Biennale Internazionale d'Arte,234,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1964,27. Festival Internazionale di Musica Contemporanea,183,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario generale,1964,32. Esposizione Biennale Internazionale d'Arte,234,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1965,26. Mostra Internazionale d'Arte Cinematografica di Venezia,39,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario Generale,1965,28. Festival Internazionale di Musica Contemporanea,184,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1966,27. Mostra Internazionale d'Arte Cinematografica di Venezia,40,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario generale,1966,33. Esposizione Biennale Internazionale d'Arte,235,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,(Giuria) Commissione per il Premio Società Pininfarina,1966,33. Esposizione Biennale Internazionale d'Arte,235,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Sottocommissione per le arti figurative,1966,33. Esposizione Biennale Internazionale d'Arte,235,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1966,29. Festival Internazionale di Musica Contemporanea,185,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1967,28. Mostra Internazionale d'Arte Cinematografica di Venezia,41,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario Generale,1967,30. Festival Internazionale di Musica Contemporanea,186,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Segretario Generale,1968,29. Mostra Internazionale d'Arte Cinematografica di Venezia,43,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Segretario generale,1968,34. Esposizione Biennale Internazionale d'Arte,42,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Segretario Generale,1968,31. Festival Internazionale di Musica Contemporanea,187,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Sottocommissione per le arti figurative,1968,34. Esposizione Biennale Internazionale d'Arte,42,manifestazione,annali_arti_visive
366762,Gian Alberto Dell'Acqua,Commissario Straordinario della Biennale,1969,30. Mostra Internazionale d'Arte Cinematografica di Venezia,44,manifestazione,annali_cinema
366762,Gian Alberto Dell'Acqua,Commissario Straordinario della Biennale,1969,28. Festival Internazionale del Teatro di Prosa,129,manifestazione,annali_teatro
366762,Gian Alberto Dell'Acqua,Commissario Straordinario della Biennale,1969,32. Festival Internazionale di Musica Contemporanea,188,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Commissario Straordinario della Biennale,1970,1. Incontro seminario Internazionale di Musica d'Avanguardia,190,manifestazione,annali_musica
366762,Gian Alberto Dell'Acqua,Commissione per le Arti Visive,1982,40. Esposizione Internazionale d'Arte: arti visive '82,240,manifestazione,annali_arti_visive
524211,P.  Staff,Relatore,2022,Meetings on Art: Il queer e l'inquietante ,2132,event,annali_arti_visive
416122, Allora & Calzadilla,Artista,2024,From Ukraine: Dare to Dream (evento collaterale),2423,event,annali_arti_visive
405397,Francesco Dal Pozzo,Artista,1932,Mostra delle opere dei Concorsi per il decennale della marcia su Roma,1731,event,annali_arti_visive
431096,Aimo Ilmari Kanerva,Organizzazione,1964,Partecipazioni nazionali: Finlandia,5361,section,annali_arti_visive
431096,Aimo Ilmari Kanerva,Commissione di selezione,1968,Partecipazioni nazionali: Finlandia,5468,section,annali_arti_visive
310032,Mario Monicelli,Consiglio Direttivo,1974,La Biennale per una cultura democratica e antifascista : Settore Arti Visive e Architettura - Cinema Città Avanguardia 1919-1939,438,manifestazione,annali_architettura
310032,Mario Monicelli,Consiglio Direttivo,1974,La Biennale per una cultura democratica e antifascista : Settore Arti Visive e Architettura - Ugo Mulas le verifiche e la storia delle Biennali,464,manifestazione,annali_arti_visive
310032,Mario Monicelli,Consiglio Direttivo,1975,La Biennale un laboratorio internazionale : Settore Arti Visive e Architettura - Proposte per il Mulino Stucky,426,manifestazione,annali_architettura
310032,Mario Monicelli,Consiglio Direttivo,1975,La Biennale un laboratorio internazionale : Settore Arti Visive e Architettura - Le macchine celibi,463,manifestazione,annali_arti_visive
310032,Mario Monicelli,Consiglio Direttivo,1976,"La Biennale di Venezia 1976 : Ambiente, partecipazione, strutture culturali",238,manifestazione,annali_arti_visive
310032,Mario Monicelli,Consiglio Direttivo,1978,38. Esposizione Internazionale d'Arte: dalla natura all'arte dall'arte alla natura,239,manifestazione,annali_arti_visive
310032,Mario Monicelli,Giuria,1982,Mostra Internazionale del Cinema,55,manifestazione,annali_cinema
310032,Mario Monicelli,Giuria Venezia 60,2003,60. Mostra Internazionale d’Arte Cinematografica,76,manifestazione,annali_cinema
365915,Marek Pokorny,Curatore,2005,"Partecipazioni nazionali: Repubblica Ceca e Repubblica Slovacca - Model of the world, Quadrophonia",1565,section,annali_arti_visive
365915,Marek Pokorny,Curatore,2013,Partecipazioni nazionali : Repubblica Ceca e Repubblica Slovacca - Still the same place,3011,section,annali_arti_visive
310699,Luigi Nono,Commissario,1905,Sala regionale italiana: Sala veneta - Sala XXIII,2221,section,annali_arti_visive
310699,Luigi Nono,Commissario,1905,Sala regionale italiana: Sala veneta - Sala XXIV,2222,section,annali_arti_visive
310699,Luigi Nono,Commissario,1907,Sala italiana: Sala veneta,2297,section,annali_arti_visive
310699,Luigi Nono,Commissario,1907,Sala italiana: Sala veneta,2296,section,annali_arti_visive
310699,Luigi Nono,Commissario,1909,Sala italiana: Sala interregionale,2432,section,annali_arti_visive
310699,Luigi Nono,Commissario,1909,Sala italiana: Sala del Veneto,2434,section,annali_arti_visive
310699,Luigi Nono,Collocamento,1910,Sala italiana: Sala del Veneto - Sala 29,2528,section,annali_arti_visive
310699,Luigi Nono,Collocamento,1910,Sala italiana: Sala del Veneto - Sala 30,2529,section,annali_arti_visive
310699,Luigi Nono,Comitato Ordinatore,1895,Prima Esposizione Internazionale d'Arte della Città di Venezia,212,manifestazione,annali_arti_visive
310699,Luigi Nono,Consiglio Direttivo,1979,Mostra Internazionale del Cinema,51,manifestazione,annali_cinema
379006,Carl Michael von Hausswolff,Artista,2003,The Dawn of Dimi (Extra 50),1193,event,annali_arti_visive
372658,Nalini Malani,Artista,2005,iCon: India Contemporary (evento nell'ambito),172,event,annali_arti_visive
224817,Michel Butor,Giuria Internazionale,1966,27. Mostra Internazionale d'Arte Cinematografica di Venezia,40,manifestazione,annali_cinema
391588,Guillaume Bijl,Artista,1999,Trattenendosi (Evento a latere),1436,event,annali_arti_visive
416036,Han Hoogerbrugge,Artista,2009,DROPSTUFF.org (Evento Collaterale),452,event,annali_arti_visive
380647,Lodovico Cavaleri,Commissario,1924,Mostra individuale di Domenico Induno,1820,section,annali_arti_visive
386169, Coop Himmelb(l)au,Architetto,1996,Radicals. Architettura e design 1960-75 (Eventi speciali),869,event,annali_architettura
386169, Coop Himmelb(l)au,Architetto,2003,The snow show: Venice (Extra 50),1207,event,annali_arti_visive
407421,Lucio Del Pezzo,Partecipante,2016,WITHOUT LAND / SENZA TERRA (Evento Collaterale),1082,event,annali_architettura
372510,Plinio Nomellini,Commissario,1905,Sala regionale italiana: Sala toscana - Sala XXVIII,2225,section,annali_arti_visive
372510,Plinio Nomellini,Commissario,1907,Sala internazionale - L'Arte del Sogno,2307,section,annali_arti_visive
372510,Plinio Nomellini,Collocamento,1910,Sala italiana: Toscana e artisti di altre regioni,2535,section,annali_arti_visive
372510,Plinio Nomellini,Ordinatore,1920,Partecipazioni nazionali: Francia,2306,section,annali_arti_visive
372510,Plinio Nomellini,Commissione ordinatrice,1922,Mostra individuale di Mario Puccini - Sala 23,2095,section,annali_arti_visive
372510,Plinio Nomellini,Accettazione,1901,4. Esposizione Internazionale d'Arte della Città di Venezia,215,manifestazione,annali_arti_visive
372510,Plinio Nomellini,Accettazione,1924,14. Esposizione Internazionale d'Arte della Città di Venezia,224,manifestazione,annali_arti_visive
324481,Nuri Bilge Ceylan,Giuria Venezia 72,2015,72. Mostra Internazionale d'Arte Cinematografica,387,manifestazione,annali_cinema
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Analisi del vedere,7666,section,annali_arti_visive
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Gioco/Relax,7667,section,annali_arti_visive
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Arte e Società,5521,section,annali_arti_visive
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Stimolazione percettiva,7672,section,annali_arti_visive
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Forum,7668,section,annali_arti_visive
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Produzione,7665,section,annali_arti_visive
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Produzione - laboratori,7670,section,annali_arti_visive
377648,Livio Castiglioni,Allestimento,1970,Proposte per una esposizione sperimentale: Gioco/Relax - spazio attivo,7671,section,annali_arti_visive
372878,Aernout Mik,Artista,2011,Call the Witness. Padiglione Rom (Evento Collaterale),565,event,annali_arti_visive
378796,Rirkrit Tiravanija,Curatore,2003,Stazione utopia,1707,section,annali_arti_visive
378796,Rirkrit Tiravanija,Curatore,2003,Stazione Utopia - Poster Project,6564,section,annali_arti_visive
378796,Rirkrit Tiravanija,Relatore,2003,Presentazione progetto 99 giorni (Utopia Station),1458,event,annali_arti_visive
378796,Rirkrit Tiravanija,Artista,2019,Artists Need to Create on the Same Scale that Society Has the Capacity to Destroy: Mare Nostrum (Evento collaterale),1545,event,annali_arti_visive
349564,Terry Riley,Giuria,2002,8. Mostra Internazionale di Architettura : Next,130,manifestazione,annali_architettura
390589,Heinrich Rauchinger,Commissario,1912,Sale straniere: Sale austriache,2492,section,annali_arti_visive
427926, Archizoom Associati,Architetto,1996,Radicals. Architettura e design 1960-75 (Eventi speciali),869,event,annali_architettura
379383,Giuseppe Romagnoli,Decorazione,1903,Sala emiliana,2033,section,annali_arti_visive
379383,Giuseppe Romagnoli,Commissario,1905,Sala regionale italiana: Sala emiliana - Sala XXV,2223,section,annali_arti_visive
379383,Giuseppe Romagnoli,Commissario,1907,Sala italiana: Sala emiliana,2298,section,annali_arti_visive
379383,Giuseppe Romagnoli,Accettazione,1905,6. Esposizione Internazionale d'Arte della Città di Venezia,217,manifestazione,annali_arti_visive
379383,Giuseppe Romagnoli,Accettazione,1922,13. Esposizione Internazionale d'Arte della Città di Venezia,223,manifestazione,annali_arti_visive
372687,Philippe Parreno,Artista,2009,"Liam Gillick, Philippe Parreno e Tim Griffin (Conversazioni)",670,event,annali_arti_visive
372687,Philippe Parreno,Artista,2019,Philippe Parreno (Evento collaterale),1555,event,annali_arti_visive
496183,Fiete Stolte,Relatore,2017,Tavola Aperta - Fiete Stolte,1370,event,annali_arti_visive
385629,Ida Barbarigo Cadorin,Artista,2009,Venezia Salva. Omaggio a Simone Weil (Evento Collaterale),478,event,annali_arti_visive
381121,Charles Avery,Artista,2007,Scotland and Venice 2007 (Evento Collaterale),75,event,annali_arti_visive
368326,Riccardo Selvatico,Presidente dell'Esposizione,1895,Prima Esposizione Internazionale d'Arte della Città di Venezia,212,manifestazione,annali_arti_visive
368326,Riccardo Selvatico,Comitato Ordinatore,1897,2. Esposizione Internazionale d'Arte della Città di Venezia,213,manifestazione,annali_arti_visive
368326,Riccardo Selvatico,Comitato di collocamento,1899,3. Esposizione Internazionale d'Arte della Città di Venezia,214,manifestazione,annali_arti_visive
368326,Riccardo Selvatico,Comitato Ordinatore,1901,4. Esposizione Internazionale d'Arte della Città di Venezia,215,manifestazione,annali_arti_visive
407892,Gianni Rubin De Cervin,Commissario,1942,Padiglione della Regia Marina (Concorso),4366,section,annali_arti_visive
348895,Robert Rauschenberg,Partecipante,2015,Frontiers Reimagined (Evento Collaterale),1087,event,annali_arti_visive
391616,Francisco Córdoba,Curatore,2013,Partecipazioni nazionali : Costa Rica - Democracy & Dreams,3017,section,annali_arti_visive
382350,Lodewijk Schelfhout,Commissario,1924,Partecipazioni nazionali: Paesi Bassi,1828,section,annali_arti_visive
416041,Wendelien van Oldenborgh,Relatore,2017,Tavola aperta - Wendelien Van Oldenborgh,1321,event,annali_arti_visive
368153,Gianfranco Pontel,Consiglio Direttivo,1986,42. Esposizione Internazionale d'Arte : arte e scienza,242,manifestazione,annali_arti_visive
368153,Gianfranco Pontel,Consiglio Direttivo,1986,43. Mostra Internazionale del Cinema,59,manifestazione,annali_cinema
368153,Gianfranco Pontel,Consiglio Direttivo,1986,4. Mostra Internazionale di Architettura: Hendrik Petrus Berlage. Disegni,93,manifestazione,annali_architettura
368153,Gianfranco Pontel,Consiglio Direttivo,1987,44. Mostra Internazionale del Cinema,60,manifestazione,annali_cinema
368153,Gianfranco Pontel,Vicepresidente della Biennale,1987,44. Mostra Internazionale del Cinema,60,manifestazione,annali_cinema
368153,Gianfranco Pontel,Segretario Generale,1997,54. Mostra Internazionale d’Arte Cinematografica,70,manifestazione,annali_cinema
368153,Gianfranco Pontel,Segretario Generale,1997,47. Esposizione Internazionale d'Arte,247,manifestazione,annali_arti_visive
368153,Gianfranco Pontel,Segretario Generale,1998,55. Mostra Internazionale d’Arte Cinematografica,71,manifestazione,annali_cinema
368153,Gianfranco Pontel,Comitato scientifico,1999,48. Esposizione Internazionale d'Arte : dAPERTutto/APERTO overALL/Aperto parTOUT/Aperto uber all,246,manifestazione,annali_arti_visive
368153,Gianfranco Pontel,Comitato scientifico,2000,7. Mostra Internazionale di Architettura : Città: Less aesthetics more ethics,122,manifestazione,annali_architettura
368153,Gianfranco Pontel,Comitato scientifico,2001,49. Esposizione Internazionale d'Arte : Platea dell'Umanità - Plateau of Humankind - Plateau der Menschheit - Plateau de L'Humanité,245,manifestazione,annali_arti_visive
366770,Filippo Longo,Commissario Straordinario della Biennale,1970,31. Mostra Internazionale d'Arte Cinematografica,45,manifestazione,annali_cinema
366770,Filippo Longo,Commissario Straordinario della Biennale,1970,29. Festival Internazionale del Teatro di Prosa,131,manifestazione,annali_teatro
366770,Filippo Longo,Commissario Straordinario della Biennale,1970,33. Festival Internazionale di Musica Contemporanea,189,manifestazione,annali_musica
366770,Filippo Longo,Commissario Straordinario della Biennale,1970,35. Biennale Internazionale d'Arte,236,manifestazione,annali_arti_visive
366770,Filippo Longo,Commissario Straordinario della Biennale,1971,32. Mostra Internazionale d'Arte Cinematografica,46,manifestazione,annali_cinema
366770,Filippo Longo,Commissario Straordinario della Biennale,1971,30. Festival internazionale del Teatro di Prosa,135,manifestazione,annali_teatro
366770,Filippo Longo,Commissario Straordinario della Biennale,1971,34. Festival Internazionale di Musica Contemporanea,251,manifestazione,annali_musica
366770,Filippo Longo,Commissario Straordinario della Biennale,1972,33. Mostra Internazionale d'Arte Cinematografica di Venezia,47,manifestazione,annali_cinema
366770,Filippo Longo,Commissario Straordinario della Biennale,1972,31. Festival Internazionale del Teatro di Prosa,139,manifestazione,annali_teatro
366770,Filippo Longo,Commissario Straordinario della Biennale,1972,35. Festival Internazionale di Musica Contemporanea,195,manifestazione,annali_musica
366770,Filippo Longo,Commissario Straordinario della Biennale,1972,36. Esposizione Biennale Internazionale d'Arte,237,manifestazione,annali_arti_visive
384169,Veronika Bromová,Artista,2003,Absolut Generations (Extra 50),1191,event,annali_arti_visive
524186,Valentina  Herrmann,Progetto grafico,1990,44. Esposizione Internazionale d'Arte : Dimensione Futuro - L'artista e lo Spazio,244,manifestazione,annali_arti_visive
365940,Michelangelo Pistoletto,Artista,2005,L'Isola Interiore:l'arte della sopravvivenza (evento nell'ambito)),175,event,annali_arti_visive
365940,Michelangelo Pistoletto,Artista,2009,Michelangelo Pistoletto e Carlos Basualdo (Conversazioni),673,event,annali_arti_visive
365940,Michelangelo Pistoletto,Interprete,2009,Twentytwo less two di Michelangelo Pistoletto (Performance),1502,event,annali_arti_visive
365940,Michelangelo Pistoletto,Partecipante,2017,Michelangelo Pistoletto (Evento collaterale),1247,event,annali_arti_visive
376641,José Jimenez y Aranda,Comitato di patrocinio,1899,Sala straniera: Spagna,1692,section,annali_arti_visive
376641,José Jimenez y Aranda,Comitato di Patrocinio,1895,Prima Esposizione Internazionale d'Arte della Città di Venezia,212,manifestazione,annali_arti_visive
376641,José Jimenez y Aranda,Comitato di Patrocinio,1897,2. Esposizione Internazionale d'Arte della Città di Venezia,213,manifestazione,annali_arti_visive
376641,José Jimenez y Aranda,Comitato di Patrocinio,1899,3. Esposizione Internazionale d'Arte della Città di Venezia,214,manifestazione,annali_arti_visive
433420,Cecil Edwin Frans Skotnes,Commissario,1966,Partecipazioni nazionali: Sud Africa,5455,section,annali_arti_visive
433420,Cecil Edwin Frans Skotnes,Commissario,1968,Partecipazioni nazionali: Sud Africa,5514,section,annali_arti_visive
393889,Giovanni Anceschi,Partecipante,2012,Programmare l’arte. Olivetti e le Neoavanguardie cinetiche (Evento Collaterale),706,event,annali_architettura
382328,Alberto Salietti,Commissario,1940,Mostra retrospettiva di Archimede Bresciani da Gazoldo,4375,section,annali_arti_visive
382328,Alberto Salietti,Commissione giudicatrice concorsi affreschi e statue,1936,20. Esposizione Biennale Internazionale d'Arte,8,manifestazione,annali_arti_visive
382328,Alberto Salietti,Accettazione,1936,20. Esposizione Biennale Internazionale d'Arte,8,manifestazione,annali_arti_visive
382328,Alberto Salietti,[Commissione] Giuria per i Concorsi,1938,21. Esposizione Biennale Internazionale d'Arte,11,manifestazione,annali_arti_visive
382328,Alberto Salietti,Sottocommissione per le arti figurative,1940,22. Esposizione Biennale Internazionale d'Arte,14,manifestazione,annali_arti_visive
376621,Francesco Gioli,Decorazione,1903,Sala toscana,2052,section,annali_arti_visive
376621,Francesco Gioli,Commissario,1905,Sala regionale italiana: Sala toscana - Sala XXVIII,2225,section,annali_arti_visive
376621,Francesco Gioli,Commissario,1907,Sala italiana: Sala toscana,2303,section,annali_arti_visive
377355,Mario Deluigi,Organizzazione,1964,Mostra delle Arti Decorative delle Venezie,5384,section,annali_arti_visive
