Artist_URI,Wikidata_ID,Artist_Name,Gender,Birthplace,Deathplace,Birthdate,Deathdate,Nationality,Work_Location_English,Start_Date,End_Date,VB_name
https://data.rkd.nl/artists/42243,Q3074339,"Jespers, Floris",Male,Borgerhout (Antwerp),Antwerp (city),1889,1965,Belgian,Democratic Republic of the Congo,1952,1957,Floris Jespers
https://data.rkd.nl/artists/42243,Q3074339,"Jespers, Floris",Male,Borgerhout (Antwerp),Antwerp (city),1889,1965,Belgian,Antwerp,1957,1965,Floris Jespers
https://data.rkd.nl/artists/42243,Q3074339,"Jespers, Floris",Male,Borgerhout (Antwerp),Antwerp (city),1889,1965,Belgian,Zwijndrecht,nan,nan,Floris Jespers
https://data.rkd.nl/artists/42243,Q3074339,"Jespers, Floris",Male,Borgerhout (Antwerp),Antwerp (city),1889,1965,Belgian,Melsele,nan,nan,Floris Jespers
https://data.rkd.nl/artists/42246,Q2246222,"Jespers, Oscar",Male,Borgerhout (Antwerp),Sint-Lambrechts-Woluwe,1887,1970,Belgian,Antwerp,1912,1912,Oscar Jespers
https://data.rkd.nl/artists/42246,Q2246222,"Jespers, Oscar",Male,Borgerhout (Antwerp),Sint-Lambrechts-Woluwe,1887,1970,Belgian,Blaricum,1924,1924,Oscar Jespers
https://data.rkd.nl/artists/42246,Q2246222,"Jespers, Oscar",Male,Borgerhout (Antwerp),Sint-Lambrechts-Woluwe,1887,1970,Belgian,Brussels,1927,1968,Oscar Jespers
https://data.rkd.nl/artists/42262,Q2455247,"Mesquita, Samuel Jessurun de",Male,Amsterdam (city),Auschwitz (concentration camp),1868,1942,Dutch,Haarlem,nan,nan,Samuel Jessurun de Mesquita
https://data.rkd.nl/artists/42262,Q2455247,"Mesquita, Samuel Jessurun de",Male,Amsterdam (city),Auschwitz (concentration camp),1868,1942,Dutch,Artis,1910,1920,Samuel Jessurun de Mesquita
https://data.rkd.nl/artists/42262,Q2455247,"Mesquita, Samuel Jessurun de",Male,Amsterdam (city),Auschwitz (concentration camp),1868,1942,Dutch,Watergraafsmeer,1922,1922,Samuel Jessurun de Mesquita
https://data.rkd.nl/artists/42262,Q2455247,"Mesquita, Samuel Jessurun de",Male,Amsterdam (city),Auschwitz (concentration camp),1868,1942,Dutch,Amsterdam,1922,1928,Samuel Jessurun de Mesquita
https://data.rkd.nl/artists/42273,Q698929,"Jettmar, Rudolf",Male,Poland,Vienna (city),1869,1939,Austrian,Vienna,1886,1886,Rudolf Jettmar
https://data.rkd.nl/artists/42317,Q15998982,"Joanovitch, Paul",Male,Vrsac (Serbia),,1859,1957,Yugoslav,Vienna,1876,1883,Paul Joanovitch
https://data.rkd.nl/artists/42317,Q15998982,"Joanovitch, Paul",Male,Vrsac (Serbia),,1859,1957,Yugoslav,Munich,nan,nan,Paul Joanovitch
https://data.rkd.nl/artists/423213,Q1632998,"Tcherkelov, Houben",Male,Bulgaria,,1970,nan,Bulgarian,Sofia,1996,1998,Houben Tcherkelov
https://data.rkd.nl/artists/423213,Q1632998,"Tcherkelov, Houben",Male,Bulgaria,,1970,nan,Bulgarian,New York City,2000,2016,Houben Tcherkelov
https://data.rkd.nl/artists/423519,,"Felguérez, Manuel",Male,Valparaíso (Mexico),Zacatecas (city),1928,2020,Mexican,Paris,1947,1968,Manuel Felguérez
https://data.rkd.nl/artists/423519,,"Felguérez, Manuel",Male,Valparaíso (Mexico),Zacatecas (city),1928,2020,Mexican,Mexico,1968,2010,Manuel Felguérez
https://data.rkd.nl/artists/423666,Q401139,"Alsoudani, Ahmed",Male,Baghdad (city),,1975,nan,Iraqi,New York City,2014,2014,Ahmed Alsoudani
https://data.rkd.nl/artists/423666,Q401139,"Alsoudani, Ahmed",Male,Baghdad (city),,1975,nan,Iraqi,Berlin,2015,2015,Ahmed Alsoudani
https://data.rkd.nl/artists/423668,,"García Sevilla, Ferrán",Male,Palma de Mallorca,,1949,nan,Spanish,Barcelona,nan,nan,Ferrán García Sevilla
https://data.rkd.nl/artists/42377,Q6225998,"Johansen, John Christen",Male,Copenhagen,New York City,1876,1964,Danish,Chicago,1878,1878,John Christen Johansen
https://data.rkd.nl/artists/42377,Q6225998,"Johansen, John Christen",Male,Copenhagen,New York City,1876,1964,Danish,New York City,nan,1964,John Christen Johansen
